Unix Time,System usec,ID (Hex),DLC,B0,B1,B2,B3,B4,B5,B6,B7
1477874825.428492,4761296,1CFFFFFF,8,00,0E,48,A5,80,A9,45,EC
1477874825.428788,4761591,1CFFFFFF,8,00,0E,48,A6,80,A9,47,16
1477874825.429090,4761894,1CFFFFFF,8,00,0E,48,A7,80,A9,48,3F
1477874825.429386,4762189,1CFFFFFF,8,00,0E,48,A8,80,A9,49,68
1477874825.429684,4762487,1CFFFFFF,8,00,0E,48,A9,80,A9,4A,98
1477874825.429984,4762787,1CFFFFFF,8,00,0E,48,AA,80,A9,4B,C1
1477874825.430280,4763083,1CFFFFFF,8,00,0E,48,AB,80,A9,4C,EA
1477874825.430577,4763381,1CFFFFFF,8,00,0E,48,AC,80,A9,4E,13
1477874825.430873,4763676,1CFFFFFF,8,00,0E,48,AD,80,A9,4F,3D
1477874825.431173,4763977,1CFFFFFF,8,00,0E,48,AE,80,A9,50,66
1477874825.431472,4764275,1CFFFFFF,8,00,0E,48,AF,80,A9,51,8F
1477874825.431768,4764571,1CFFFFFF,8,00,0E,48,B0,80,A9,52,B8
1477874825.432068,4764871,1CFFFFFF,8,00,0E,48,B1,80,A9,53,E8
1477874825.432366,4765169,1CFFFFFF,8,00,0E,48,B2,80,A9,55,0B
1477874825.432661,4765465,1CFFFFFF,8,00,0E,48,B3,80,A9,56,3B
1477874825.432957,4765760,1CFFFFFF,8,00,0E,48,B4,80,A9,57,64
1477874825.433252,4766056,1CFFFFFF,8,00,0E,48,B5,80,A9,58,8D
1477874825.433550,4766354,1CFFFFFF,8,00,0E,48,B6,80,A9,59,B0
1477874825.433848,4766652,1CFFFFFF,8,00,0E,48,B7,80,A9,5A,D9
1477874825.434146,4766950,1CFFFFFF,8,00,0E,48,B8,80,A9,5C,02
1477874825.434446,4767250,1CFFFFFF,8,00,0E,48,B9,80,A9,5D,2C
1477874825.434744,4767547,1CFFFFFF,8,00,0E,48,BA,80,A9,5E,55
1477874825.435044,4767848,1CFFFFFF,8,00,0E,48,BB,80,A9,5F,85
1477874825.435342,4768146,1CFFFFFF,8,00,0E,48,BC,80,A9,60,AE
1477874825.435642,4768446,1CFFFFFF,8,00,0E,48,BD,80,A9,61,D7
1477874825.435943,4768746,1CFFFFFF,8,00,0E,48,BE,80,A9,63,00
1477874825.436240,4769044,1CFFFFFF,8,00,0E,48,BF,80,A9,64,30
1477874825.436538,4769342,1CFFFFFF,8,00,0E,48,C0,80,A9,65,59
1477874825.436843,4769646,1CFFFFFF,8,00,0E,48,C1,80,A9,66,83
1477874825.437143,4769946,1CFFFFFF,8,00,0E,48,C2,80,A9,67,B2
1477874825.437441,4770244,1CFFFFFF,8,00,0E,48,C3,80,A9,68,E2
1477874825.437739,4770543,1CFFFFFF,8,00,0E,48,C4,80,A9,6A,0B
1477874825.438037,4770841,1CFFFFFF,8,00,0E,48,C5,80,A9,6B,34
1477874825.438335,4771139,1CFFFFFF,8,00,0E,48,C6,80,A9,6C,63
1477874825.438633,4771436,1CFFFFFF,8,00,0E,48,C7,80,A9,6D,87
1477874825.438931,4771734,1CFFFFFF,8,00,0E,48,C8,80,A9,6E,B6
1477874825.439238,4772041,1CFFFFFF,8,00,0E,48,C9,80,A9,6F,DF
1477874825.439531,4772334,1CFFFFFF,8,00,0E,48,CA,80,A9,71,09
1477874825.439831,4772635,1CFFFFFF,8,00,0E,48,CB,80,A9,72,38
1477874825.440129,4772932,1CFFFFFF,8,00,0E,48,CC,80,A9,73,61
1477874825.440425,4773228,1CFFFFFF,8,00,0E,48,CD,80,A9,74,8B
1477874825.440720,4773524,1CFFFFFF,8,00,0E,48,CE,80,A9,75,B4
1477874825.441021,4773824,1CFFFFFF,8,00,0E,48,CF,80,A9,76,DD
1477874825.441321,4774124,1CFFFFFF,8,00,0E,48,D0,80,A9,78,06
1477874825.441616,4774420,1CFFFFFF,8,00,0E,48,D1,80,A9,79,36
1477874825.441914,4774717,1CFFFFFF,8,00,0E,48,D2,80,A9,7A,5F
1477874825.442212,4775016,1CFFFFFF,8,00,0E,48,D3,80,A9,7B,89
1477874825.442512,4775315,1CFFFFFF,8,00,0E,48,D4,80,A9,7C,B2
1477874825.442810,4775613,1CFFFFFF,8,00,0E,48,D5,80,A9,7D,DB
1477874825.443110,4775913,1CFFFFFF,8,00,0E,48,D6,80,A9,7F,04
1477874825.443408,4776211,1CFFFFFF,8,00,0E,48,D7,80,A9,80,2E
1477874825.443710,4776513,1CFFFFFF,8,00,0E,48,D8,80,A9,81,5D
1477874825.444009,4776812,1CFFFFFF,8,00,0E,48,D9,80,A9,82,87
1477874825.444306,4777110,1CFFFFFF,8,00,0E,48,DA,80,A9,83,B6
1477874825.444604,4777408,1CFFFFFF,8,00,0E,48,DB,80,A9,84,E0
1477874825.444904,4777708,1CFFFFFF,8,00,0E,48,DC,80,A9,86,09
1477874825.445201,4778004,1CFFFFFF,8,00,0E,48,DD,80,A9,87,32
1477874825.445498,4778301,1CFFFFFF,8,00,0E,48,DE,80,A9,88,5B
1477874825.445796,4778599,1CFFFFFF,8,00,0E,48,DF,80,A9,89,85
1477874825.446094,4778897,1CFFFFFF,8,00,0E,48,E0,80,A9,8A,AE
1477874825.446392,4779195,1CFFFFFF,8,00,0E,48,E1,80,A9,8B,D7
1477874825.446690,4779493,1CFFFFFF,8,00,0E,48,E2,80,A9,8D,00
1477874825.446985,4779789,1CFFFFFF,8,00,0E,48,E3,80,A9,8E,30
1477874825.447285,4780089,1CFFFFFF,8,00,0E,48,E4,80,A9,8F,59
1477874825.447585,4780389,1CFFFFFF,8,00,0E,48,E5,80,A9,90,83
1477874825.447881,4780684,1CFFFFFF,8,00,0E,48,E6,80,A9,91,AC
1477874825.448177,4780980,1CFFFFFF,8,00,0E,48,E7,80,A9,92,D5
1477874825.448479,4781282,1CFFFFFF,8,00,0E,48,E8,80,A9,93,FE
1477874825.448777,4781580,1CFFFFFF,8,00,0E,48,E9,80,A9,95,27
1477874825.449075,4781878,1CFFFFFF,8,00,0E,48,EA,80,A9,96,57
1477874825.449372,4782176,1CFFFFFF,8,00,0E,48,EB,80,A9,97,80
1477874825.449670,4782474,1CFFFFFF,8,00,0E,48,EC,80,A9,98,AA
1477874825.449968,4782772,1CFFFFFF,8,00,0E,48,ED,80,A9,99,D3
1477874825.450266,4783070,1CFFFFFF,8,00,0E,48,EE,80,A9,9A,FC
1477874825.450565,4783368,1CFFFFFF,8,00,0E,48,EF,80,A9,9C,25
1477874825.450864,4783667,1CFFFFFF,8,00,0E,48,F0,80,A9,9D,4E
1477874825.451162,4783966,1CFFFFFF,8,00,0E,48,F1,80,A9,9E,7E
1477874825.451463,4784267,1CFFFFFF,8,00,0E,48,F2,80,A9,9F,A7
1477874825.451767,4784570,1CFFFFFF,8,00,0E,48,F3,80,A9,A0,D1
1477874825.452063,4784866,1CFFFFFF,8,00,0E,48,F4,80,A9,A2,00
1477874825.452359,4785163,1CFFFFFF,8,00,0E,48,F5,80,A9,A3,2A
1477874825.452656,4785459,1CFFFFFF,8,00,0E,48,F6,80,A9,A4,53
1477874825.452954,4785758,1CFFFFFF,8,00,0E,48,F7,80,A9,A5,7C
1477874825.453253,4786056,1CFFFFFF,8,00,0E,48,F8,80,A9,A6,A5
1477874825.453556,4786360,1CFFFFFF,8,00,0E,48,F9,80,A9,A7,CF
1477874825.453860,4786663,1CFFFFFF,8,00,0E,48,FA,80,A9,A8,F8
1477874825.454156,4786960,1CFFFFFF,8,00,0E,48,FB,80,A9,AA,27
1477874825.454457,4787260,1CFFFFFF,8,00,0E,48,FC,80,A9,AB,57
1477874825.454758,4787561,1CFFFFFF,8,00,0E,48,FD,80,A9,AC,80
1477874825.455061,4787865,1CFFFFFF,8,00,0E,48,FE,80,A9,AD,B0
1477874825.455362,4788166,1CFFFFFF,8,00,0E,48,FF,80,A9,AE,DF
1477874825.455661,4788464,1CFFFFFF,8,00,0E,49,00,80,A9,B0,09
1477874825.455964,4788768,1CFFFFFF,8,00,0E,49,01,80,A9,B1,38
1477874825.456263,4789066,1CFFFFFF,8,00,0E,49,02,80,A9,B2,61
1477874825.456559,4789362,1CFFFFFF,8,00,0E,49,03,80,A9,B3,91
1477874825.456857,4789660,1CFFFFFF,8,00,0E,49,04,80,A9,B4,BA
1477874825.457157,4789960,1CFFFFFF,8,00,0E,49,05,80,A9,B5,E3
1477874825.457457,4790260,1CFFFFFF,8,00,0E,49,06,80,A9,B7,0D
1477874825.457759,4790563,1CFFFFFF,8,00,0E,49,07,80,A9,B8,3C
1477874825.458057,4790861,1CFFFFFF,8,00,0E,49,08,80,A9,B9,65
1477874825.458353,4791156,1CFFFFFF,8,00,0E,49,09,80,A9,BA,95
1477874825.458653,4791456,1CFFFFFF,8,00,0E,49,0A,80,A9,BB,BE
1477874825.458951,4791754,1CFFFFFF,8,00,0E,49,0B,80,A9,BC,E8
1477874825.459256,4792059,1CFFFFFF,8,00,0E,49,0C,80,A9,BE,11
1477874825.459558,4792361,1CFFFFFF,8,00,0E,49,0D,80,A9,BF,3A
1477874825.459856,4792659,1CFFFFFF,8,00,0E,49,0E,80,A9,C0,6A
1477874825.460156,4792959,1CFFFFFF,8,00,0E,49,0F,80,A9,C1,99
1477874825.460454,4793257,1CFFFFFF,8,00,0E,49,10,80,A9,C2,C3
1477874825.460751,4793555,1CFFFFFF,8,00,0E,49,11,80,A9,C3,F2
1477874825.461047,4793850,1CFFFFFF,8,00,0E,49,12,80,A9,C5,1B
1477874825.461343,4794146,1CFFFFFF,8,00,0E,49,13,80,A9,C6,45
1477874825.461641,4794444,1CFFFFFF,8,00,0E,49,14,80,A9,C7,6E
1477874825.461938,4794742,1CFFFFFF,8,00,0E,49,15,80,A9,C8,97
1477874825.462236,4795040,1CFFFFFF,8,00,0E,49,16,80,A9,C9,BA
1477874825.462532,4795335,1CFFFFFF,8,00,0E,49,17,80,A9,CA,EA
1477874825.462830,4795634,1CFFFFFF,8,00,0E,49,18,80,A9,CC,0D
1477874825.463128,4795932,1CFFFFFF,8,00,0E,49,19,80,A9,CD,3C
1477874825.463424,4796227,1CFFFFFF,8,00,0E,49,1A,80,A9,CE,66
1477874825.463728,4796532,1CFFFFFF,8,00,0E,49,1B,80,A9,CF,8F
1477874825.464028,4796832,1CFFFFFF,8,00,0E,49,1C,80,A9,D0,B8
1477874825.464324,4797128,1CFFFFFF,8,00,0E,49,1D,80,A9,D1,E7
1477874825.464622,4797425,1CFFFFFF,8,00,0E,49,1E,80,A9,D3,11
1477874825.464922,4797726,1CFFFFFF,8,00,0E,49,1F,80,A9,D4,3A
1477874825.465220,4798024,1CFFFFFF,8,00,0E,49,20,80,A9,D5,63
1477874825.465516,4798319,1CFFFFFF,8,00,0E,49,21,80,A9,D6,8D
1477874825.465811,4798615,1CFFFFFF,8,00,0E,49,22,80,A9,D7,B6
1477874825.466109,4798913,1CFFFFFF,8,00,0E,49,23,80,A9,D8,DF
1477874825.466407,4799211,1CFFFFFF,8,00,0E,49,24,80,A9,DA,08
1477874825.466703,4799506,1CFFFFFF,8,00,0E,49,25,80,A9,DB,32
1477874825.467001,4799804,1CFFFFFF,8,00,0E,49,26,80,A9,DC,5B
1477874825.467296,4800100,1CFFFFFF,8,00,0E,49,27,80,A9,DD,84
1477874825.467594,4800398,1CFFFFFF,8,00,0E,49,28,80,A9,DE,AD
1477874825.467897,4800700,1CFFFFFF,8,00,0E,49,29,80,A9,DF,D7
1477874825.468197,4801000,1CFFFFFF,8,00,0E,49,2A,80,A9,E1,00
1477874825.468495,4801298,1CFFFFFF,8,00,0E,49,2B,80,A9,E2,30
1477874825.468790,4801594,1CFFFFFF,8,00,0E,49,2C,80,A9,E3,59
1477874825.469091,4801894,1CFFFFFF,8,00,0E,49,2D,80,A9,E4,82
1477874825.469391,4802194,1CFFFFFF,8,00,0E,49,2E,80,A9,E5,AB
1477874825.469689,4802492,1CFFFFFF,8,00,0E,49,2F,80,A9,E6,DB
1477874825.469989,4802792,1CFFFFFF,8,00,0E,49,30,80,A9,E8,04
1477874825.470285,4803088,1CFFFFFF,8,00,0E,49,31,80,A9,E9,2D
1477874825.470580,4803384,1CFFFFFF,8,00,0E,49,32,80,A9,EA,57
1477874825.470878,4803681,1CFFFFFF,8,00,0E,49,33,80,A9,EB,80
1477874825.471176,4803979,1CFFFFFF,8,00,0E,49,34,80,A9,EC,A9
1477874825.471474,4804277,1CFFFFFF,8,00,0E,49,35,80,A9,ED,D3
1477874825.471772,4804575,1CFFFFFF,8,00,0E,49,36,80,A9,EE,FC
1477874825.472074,4804877,1CFFFFFF,8,00,0E,49,37,80,A9,F0,25
1477874825.472372,4805175,1CFFFFFF,8,00,0E,49,38,80,A9,F1,4E
1477874825.472672,4805475,1CFFFFFF,8,00,0E,49,39,80,A9,F2,7E
1477874825.472970,4805773,1CFFFFFF,8,00,0E,49,3A,80,A9,F3,A7
1477874825.473272,4806076,1CFFFFFF,8,00,0E,49,3B,80,A9,F4,D6
1477874825.473577,4806380,1CFFFFFF,8,00,0E,49,3C,80,A9,F6,00
1477874825.473877,4806680,1CFFFFFF,8,00,0E,49,3D,80,A9,F7,2F
1477874825.474177,4806981,1CFFFFFF,8,00,0E,49,3E,80,A9,F8,5F
1477874825.474477,4807281,1CFFFFFF,8,00,0E,49,3F,80,A9,F9,88
1477874825.474780,4807583,1CFFFFFF,8,00,0E,49,40,80,A9,FA,B8
1477874825.475087,4807890,1CFFFFFF,8,00,0E,49,41,80,A9,FB,E1
1477874825.475385,4808189,1CFFFFFF,8,00,0E,49,42,80,A9,FD,11
1477874825.475686,4808489,1CFFFFFF,8,00,0E,49,43,80,A9,FE,47
1477874825.475988,4808791,1CFFFFFF,8,00,0E,49,44,80,A9,FF,70
1477874825.476286,4809089,1CFFFFFF,8,00,0E,49,45,80,AA,00,99
1477874825.476584,4809387,1CFFFFFF,8,00,0E,49,46,80,AA,01,C9
1477874825.476884,4809687,1CFFFFFF,8,00,0E,49,47,80,AA,02,F2
1477874825.477184,4809987,1CFFFFFF,8,00,0E,49,48,80,AA,04,1B
1477874825.477482,4810285,1CFFFFFF,8,00,0E,49,49,80,AA,05,4B
1477874825.477780,4810583,1CFFFFFF,8,00,0E,49,4A,80,AA,06,74
1477874825.478080,4810883,1CFFFFFF,8,00,0E,49,4B,80,AA,07,9D
1477874825.478378,4811181,1CFFFFFF,8,00,0E,49,4C,80,AA,08,C7
1477874825.478678,4811481,1CFFFFFF,8,00,0E,49,4D,80,AA,09,F6
1477874825.478978,4811781,1CFFFFFF,8,00,0E,49,4E,80,AA,0B,1F
1477874825.479278,4812081,1CFFFFFF,8,00,0E,49,4F,80,AA,0C,49
1477874825.479580,4812384,1CFFFFFF,8,00,0E,49,50,80,AA,0D,78
1477874825.479878,4812682,1CFFFFFF,8,00,0E,49,51,80,AA,0E,A2
1477874825.480181,4812984,1CFFFFFF,8,00,0E,49,52,80,AA,0F,D1
1477874825.480478,4813282,1CFFFFFF,8,00,0E,49,53,80,AA,10,FB
1477874825.480774,4813577,1CFFFFFF,8,00,0E,49,54,80,AA,12,2A
1477874825.481072,4813875,1CFFFFFF,8,00,0E,49,55,80,AA,13,53
1477874825.481372,4814175,1CFFFFFF,8,00,0E,49,56,80,AA,14,7D
1477874825.481668,4814472,1CFFFFFF,8,00,0E,49,57,80,AA,15,A6
1477874825.481966,4814769,1CFFFFFF,8,00,0E,49,58,80,AA,16,CF
1477874825.482264,4815067,1CFFFFFF,8,00,0E,49,59,80,AA,17,F8
1477874825.482562,4815365,1CFFFFFF,8,00,0E,49,5A,80,AA,19,22
1477874825.482857,4815661,1CFFFFFF,8,00,0E,49,5B,80,AA,1A,4B
1477874825.483155,4815959,1CFFFFFF,8,00,0E,49,5C,80,AA,1B,74
1477874825.483453,4816256,1CFFFFFF,8,00,0E,49,5D,80,AA,1C,9D
1477874825.483751,4816554,1CFFFFFF,8,00,0E,49,5E,80,AA,1D,C6
1477874825.484051,4816855,1CFFFFFF,8,00,0E,49,5F,80,AA,1E,F6
1477874825.484351,4817155,1CFFFFFF,8,00,0E,49,60,80,AA,20,19
1477874825.484647,4817450,1CFFFFFF,8,00,0E,49,61,80,AA,21,49
1477874825.484943,4817746,1CFFFFFF,8,00,0E,49,62,80,AA,22,72
1477874825.485240,4818044,1CFFFFFF,8,00,0E,49,63,80,AA,23,9B
1477874825.485538,4818342,1CFFFFFF,8,00,0E,49,64,80,AA,24,C4
1477874825.485836,4818640,1CFFFFFF,8,00,0E,49,65,80,AA,25,EE
1477874825.486132,4818935,1CFFFFFF,8,00,0E,49,66,80,AA,27,17
1477874825.486430,4819233,1CFFFFFF,8,00,0E,49,67,80,AA,28,40
1477874825.486728,4819531,1CFFFFFF,8,00,0E,49,68,80,AA,29,69
1477874825.487026,4819829,1CFFFFFF,8,00,0E,49,69,80,AA,2A,93
1477874825.487324,4820127,1CFFFFFF,8,00,0E,49,6A,80,AA,2B,BC
1477874825.487622,4820425,1CFFFFFF,8,00,0E,49,6B,80,AA,2C,E5
1477874825.487920,4820723,1CFFFFFF,8,00,0E,49,6C,80,AA,2E,0E
1477874825.488216,4821019,1CFFFFFF,8,00,0E,49,6D,80,AA,2F,38
1477874825.488516,4821319,1CFFFFFF,8,00,0E,49,6E,80,AA,30,67
1477874825.488816,4821619,1CFFFFFF,8,00,0E,49,6F,80,AA,31,8A
1477874825.489114,4821917,1CFFFFFF,8,00,0E,49,70,80,AA,32,BA
1477874825.489412,4822215,1CFFFFFF,8,00,0E,49,71,80,AA,33,E3
1477874825.489707,4822511,1CFFFFFF,8,00,0E,49,72,80,AA,35,0C
1477874825.490007,4822811,1CFFFFFF,8,00,0E,49,73,80,AA,36,3C
1477874825.490305,4823108,1CFFFFFF,8,00,0E,49,74,80,AA,37,5F
1477874825.490601,4823404,1CFFFFFF,8,00,0E,49,75,80,AA,38,88
1477874825.490896,4823700,1CFFFFFF,8,00,0E,49,76,80,AA,39,B8
1477874825.491192,4823995,1CFFFFFF,8,00,0E,49,77,80,AA,3A,DB
1477874825.491492,4824295,1CFFFFFF,8,00,0E,49,78,80,AA,3C,04
1477874825.491790,4824593,1CFFFFFF,8,00,0E,49,79,80,AA,3D,2D
1477874825.492087,4824891,1CFFFFFF,8,00,0E,49,7A,80,AA,3E,56
1477874825.492388,4825191,1CFFFFFF,8,00,0E,49,7B,80,AA,3F,80
1477874825.492692,4825495,1CFFFFFF,8,00,0E,49,7C,80,AA,40,AF
1477874825.492992,4825796,1CFFFFFF,8,00,0E,49,7D,80,AA,41,D8
1477874825.493290,4826093,1CFFFFFF,8,00,0E,49,7E,80,AA,43,08
1477874825.493590,4826393,1CFFFFFF,8,00,0E,49,7F,80,AA,44,38
1477874825.493888,4826691,1CFFFFFF,8,00,0E,49,80,80,AA,45,61
1477874825.494186,4826990,1CFFFFFF,8,00,0E,49,81,80,AA,46,8A
1477874825.494484,4827288,1CFFFFFF,8,00,0E,49,82,80,AA,47,B3
1477874825.494782,4827585,1CFFFFFF,8,00,0E,49,83,80,AA,48,DD
1477874825.495082,4827886,1CFFFFFF,8,00,0E,49,84,80,AA,4A,0C
1477874825.495380,4828183,1CFFFFFF,8,00,0E,49,85,80,AA,4B,36
1477874825.495680,4828484,1CFFFFFF,8,00,0E,49,86,80,AA,4C,5F
1477874825.495976,4828779,1CFFFFFF,8,00,0E,49,87,80,AA,4D,88
1477874825.496276,4829079,1CFFFFFF,8,00,0E,49,88,80,AA,4E,B7
1477874825.496574,4829377,1CFFFFFF,8,00,0E,49,89,80,AA,4F,E1
1477874825.496871,4829675,1CFFFFFF,8,00,0E,49,8A,80,AA,51,0A
1477874825.497169,4829973,1CFFFFFF,8,00,0E,49,8B,80,AA,52,33
1477874825.497465,4830268,1CFFFFFF,8,00,0E,49,8C,80,AA,53,5D
1477874825.497763,4830566,1CFFFFFF,8,00,0E,49,8D,80,AA,54,86
1477874825.498061,4830864,1CFFFFFF,8,00,0E,49,8E,80,AA,55,AF
1477874825.498361,4831164,1CFFFFFF,8,00,0E,49,8F,80,AA,56,D9
1477874825.498661,4831464,1CFFFFFF,8,00,0E,49,90,80,AA,58,02
1477874825.498959,4831762,1CFFFFFF,8,00,0E,49,91,80,AA,59,31
1477874825.499255,4832058,1CFFFFFF,8,00,0E,49,92,80,AA,5A,5A
1477874825.499551,4832354,1CFFFFFF,8,00,0E,49,93,80,AA,5B,84
1477874825.499846,4832650,1CFFFFFF,8,00,0E,49,94,80,AA,5C,AD
1477874825.500144,4832947,1CFFFFFF,8,00,0E,49,95,80,AA,5D,D6
1477874825.500445,4833249,1CFFFFFF,8,00,0E,49,96,80,AA,5E,F9
1477874825.500743,4833547,1CFFFFFF,8,00,0E,49,97,80,AA,60,22
1477874825.501041,4833845,1CFFFFFF,8,00,0E,49,98,80,AA,61,52
1477874825.501337,4834140,1CFFFFFF,8,00,0E,49,99,80,AA,62,7B
1477874825.501632,4834436,1CFFFFFF,8,00,0E,49,9A,80,AA,63,A5
1477874825.501930,4834734,1CFFFFFF,8,00,0E,49,9B,80,AA,64,CE
1477874825.502231,4835034,1CFFFFFF,8,00,0E,49,9C,80,AA,65,F7
1477874825.502530,4835334,1CFFFFFF,8,00,0E,49,9D,80,AA,67,20
1477874825.502826,4835629,1CFFFFFF,8,00,0E,49,9E,80,AA,68,49
1477874825.503128,4835932,1CFFFFFF,8,00,0E,49,9F,80,AA,69,79
1477874825.503428,4836232,1CFFFFFF,8,00,0E,49,A0,80,AA,6A,9C
1477874825.503728,4836532,1CFFFFFF,8,00,0E,49,A1,80,AA,6B,CC
1477874825.504026,4836830,1CFFFFFF,8,00,0E,49,A2,80,AA,6C,FB
1477874825.504322,4837125,1CFFFFFF,8,00,0E,49,A3,80,AA,6E,24
1477874825.504618,4837421,1CFFFFFF,8,00,0E,49,A4,80,AA,6F,4E
1477874825.504915,4837719,1CFFFFFF,8,00,0E,49,A5,80,AA,70,77
1477874825.505218,4838021,1CFFFFFF,8,00,0E,49,A6,80,AA,71,A0
1477874825.505518,4838321,1CFFFFFF,8,00,0E,49,A7,80,AA,72,CA
1477874825.505816,4838619,1CFFFFFF,8,00,0E,49,A8,80,AA,73,F9
1477874825.506114,4838917,1CFFFFFF,8,00,0E,49,A9,80,AA,75,22
1477874825.506411,4839215,1CFFFFFF,8,00,0E,49,AA,80,AA,76,4C
1477874825.506709,4839513,1CFFFFFF,8,00,0E,49,AB,80,AA,77,75
1477874825.507006,4839809,1CFFFFFF,8,00,0E,49,AC,80,AA,78,9E
1477874825.507300,4840103,1CFFFFFF,8,00,0E,49,AD,80,AA,79,C7
1477874825.507601,4840404,1CFFFFFF,8,00,0E,49,AE,80,AA,7A,F1
1477874825.507906,4840710,1CFFFFFF,8,00,0E,49,AF,80,AA,7C,1A
1477874825.508205,4841009,1CFFFFFF,8,00,0E,49,B0,80,AA,7D,43
1477874825.508504,4841307,1CFFFFFF,8,00,0E,49,B1,80,AA,7E,79
1477874825.508802,4841606,1CFFFFFF,8,00,0E,49,B2,80,AA,7F,A2
1477874825.509101,4841905,1CFFFFFF,8,00,0E,49,B3,80,AA,80,CB
1477874825.509404,4842208,1CFFFFFF,8,00,0E,49,B4,80,AA,81,F5
1477874825.509701,4842504,1CFFFFFF,8,00,0E,49,B5,80,AA,83,24
1477874825.509997,4842800,1CFFFFFF,8,00,0E,49,B6,80,AA,84,4D
1477874825.510300,4843103,1CFFFFFF,8,00,0E,49,B7,80,AA,85,7D
1477874825.510599,4843402,1CFFFFFF,8,00,0E,49,B8,80,AA,86,A0
1477874825.510898,4843701,1CFFFFFF,8,00,0E,49,B9,80,AA,87,D0
1477874825.511199,4844002,1CFFFFFF,8,00,0E,49,BA,80,AA,88,F9
1477874825.511495,4844298,1CFFFFFF,8,00,0E,49,BB,80,AA,8A,29
1477874825.511791,4844595,1CFFFFFF,8,00,0E,49,BC,80,AA,8B,52
1477874825.512088,4844891,1CFFFFFF,8,00,0E,49,BD,80,AA,8C,7B
1477874825.512384,4845187,1CFFFFFF,8,00,0E,49,BE,80,AA,8D,A4
1477874825.512685,4845488,1CFFFFFF,8,00,0E,49,BF,80,AA,8E,CE
1477874825.512988,4845791,1CFFFFFF,8,00,0E,49,C0,80,AA,8F,F7
1477874825.513290,4846094,1CFFFFFF,8,00,0E,49,C1,80,AA,91,20
1477874825.513588,4846392,1CFFFFFF,8,00,0E,49,C2,80,AA,92,50
1477874825.513886,4846689,1CFFFFFF,8,00,0E,49,C3,80,AA,93,7F
1477874825.514182,4846985,1CFFFFFF,8,00,0E,49,C4,80,AA,94,A8
1477874825.514477,4847281,1CFFFFFF,8,00,0E,49,C5,80,AA,95,D2
1477874825.514775,4847579,1CFFFFFF,8,00,0E,49,C6,80,AA,96,FB
1477874825.515075,4847879,1CFFFFFF,8,00,0E,49,C7,80,AA,98,24
1477874825.515373,4848176,1CFFFFFF,8,00,0E,49,C8,80,AA,99,4E
1477874825.515671,4848474,1CFFFFFF,8,00,0E,49,C9,80,AA,9A,77
1477874825.515971,4848774,1CFFFFFF,8,00,0E,49,CA,80,AA,9B,A0
1477874825.516267,4849070,1CFFFFFF,8,00,0E,49,CB,80,AA,9C,C9
1477874825.516564,4849368,1CFFFFFF,8,00,0E,49,CC,80,AA,9D,F9
1477874825.516865,4849668,1CFFFFFF,8,00,0E,49,CD,80,AA,9F,22
1477874825.517165,4849968,1CFFFFFF,8,00,0E,49,CE,80,AA,A0,4B
1477874825.517462,4850266,1CFFFFFF,8,00,0E,49,CF,80,AA,A1,75
1477874825.517758,4850561,1CFFFFFF,8,00,0E,49,D0,80,AA,A2,A4
1477874825.518058,4850862,1CFFFFFF,8,00,0E,49,D1,80,AA,A3,CD
1477874825.518354,4851157,1CFFFFFF,8,00,0E,49,D2,80,AA,A4,F6
1477874825.518652,4851455,1CFFFFFF,8,00,0E,49,D3,80,AA,A6,20
1477874825.518947,4851751,1CFFFFFF,8,00,0E,49,D4,80,AA,A7,49
1477874825.519246,4852049,1CFFFFFF,8,00,0E,49,D5,80,AA,A8,72
1477874825.519541,4852345,1CFFFFFF,8,00,0E,49,D6,80,AA,A9,95
1477874825.519837,4852640,1CFFFFFF,8,00,0E,49,D7,80,AA,AA,C5
1477874825.520137,4852941,1CFFFFFF,8,00,0E,49,D8,80,AA,AB,E8
1477874825.520433,4853236,1CFFFFFF,8,00,0E,49,D9,80,AA,AD,11
1477874825.520733,4853536,1CFFFFFF,8,00,0E,49,DA,80,AA,AE,3A
1477874825.521031,4853834,1CFFFFFF,8,00,0E,49,DB,80,AA,AF,64
1477874825.521327,4854130,1CFFFFFF,8,00,0E,49,DC,80,AA,B0,93
1477874825.521622,4854426,1CFFFFFF,8,00,0E,49,DD,80,AA,B1,BC
1477874825.521918,4854721,1CFFFFFF,8,00,0E,49,DE,80,AA,B2,E5
1477874825.522221,4855024,1CFFFFFF,8,00,0E,49,DF,80,AA,B4,08
1477874825.522520,4855324,1CFFFFFF,8,00,0E,49,E0,80,AA,B5,32
1477874825.522816,4855619,1CFFFFFF,8,00,0E,49,E1,80,AA,B6,61
1477874825.523116,4855919,1CFFFFFF,8,00,0E,49,E2,80,AA,B7,8B
1477874825.523412,4856215,1CFFFFFF,8,00,0E,49,E3,80,AA,B8,B4
1477874825.523709,4856513,1CFFFFFF,8,00,0E,49,E4,80,AA,B9,DD
1477874825.524007,4856811,1CFFFFFF,8,00,0E,49,E5,80,AA,BB,06
1477874825.524303,4857106,1CFFFFFF,8,00,0E,49,E6,80,AA,BC,30
1477874825.524601,4857404,1CFFFFFF,8,00,0E,49,E7,80,AA,BD,59
1477874825.524901,4857704,1CFFFFFF,8,00,0E,49,E8,80,AA,BE,82
1477874825.525199,4858002,1CFFFFFF,8,00,0E,49,E9,80,AA,BF,AC
