Unix Time,System usec,ID (Hex),DLC,B0,B1,B2,B3,B4,B5,B6,B7
1477874825.000003,4332806,1CFFFFFF,8,00,0E,1E,A4,80,78,22,C1
1477874825.000011,4332814,1CFFFFFF,8,00,0E,1E,A5,80,78,25,28
1477874825.000018,4332822,1CFFFFFF,8,00,0E,1E,A6,80,78,26,51
1477874825.000026,4332829,1CFFFFFF,8,00,0E,1E,A7,80,78,27,81
1477874825.000034,4332837,1CFFFFFF,8,00,0E,1E,A8,80,78,28,AA
1477874825.000041,4332845,1CFFFFFF,8,00,0E,42,EB,80,A2,96,8D
1477874825.000239,4333042,1CFFFFFF,8,00,0E,43,0C,80,A2,BD,17
1477874825.000540,4333343,1CFFFFFF,8,00,0E,43,0D,80,A2,BE,40
1477874825.000839,4333642,1CFFFFFF,8,00,0E,43,0E,80,A2,BF,69
1477874825.001140,4333943,1CFFFFFF,8,00,0E,43,0F,80,A2,C0,93
1477874825.001438,4334242,1CFFFFFF,8,00,0E,43,10,80,A2,C1,BC
1477874825.001735,4334538,1CFFFFFF,8,00,0E,43,11,80,A2,C2,EC
1477874825.002034,4334837,1CFFFFFF,8,00,0E,43,12,80,A2,C4,15
1477874825.002332,4335136,1CFFFFFF,8,00,0E,43,13,80,A2,C5,3E
1477874825.002629,4335432,1CFFFFFF,8,00,0E,43,14,80,A2,C6,6E
1477874825.002925,4335728,1CFFFFFF,8,00,0E,43,15,80,A2,C7,97
1477874825.003224,4336028,1CFFFFFF,8,00,0E,43,16,80,A2,C8,C0
1477874825.003523,4336326,1CFFFFFF,8,00,0E,43,17,80,A2,C9,E3
1477874825.003824,4336627,1CFFFFFF,8,00,0E,43,18,80,A2,CB,12
1477874825.004120,4336923,1CFFFFFF,8,00,0E,43,19,80,A2,CC,3C
1477874825.004416,4337220,1CFFFFFF,8,00,0E,43,1A,80,A2,CD,65
1477874825.004714,4337517,1CFFFFFF,8,00,0E,43,1B,80,A2,CE,8E
1477874825.005014,4337817,1CFFFFFF,8,00,0E,43,1C,80,A2,CF,B7
1477874825.005309,4338113,1CFFFFFF,8,00,0E,43,1D,80,A2,D0,E1
1477874825.005605,4338409,1CFFFFFF,8,00,0E,43,1E,80,A2,D2,10
1477874825.005903,4338706,1CFFFFFF,8,00,0E,43,1F,80,A2,D3,33
1477874825.006204,4339007,1CFFFFFF,8,00,0E,43,20,80,A2,D4,5C
1477874825.006499,4339302,1CFFFFFF,8,00,0E,43,21,80,A2,D5,86
1477874825.006797,4339600,1CFFFFFF,8,00,0E,43,22,80,A2,D6,B5
1477874825.007101,4339905,1CFFFFFF,8,00,0E,43,23,80,A2,D7,DF
1477874825.007401,4340205,1CFFFFFF,8,00,0E,43,24,80,A2,D9,08
1477874825.007699,4340502,1CFFFFFF,8,00,0E,43,25,80,A2,DA,38
1477874825.007995,4340798,1CFFFFFF,8,00,0E,43,26,80,A2,DB,61
1477874825.008290,4341094,1CFFFFFF,8,00,0E,43,27,80,A2,DC,8A
1477874825.008586,4341389,1CFFFFFF,8,00,0E,43,28,80,A2,DD,B3
1477874825.008884,4341687,1CFFFFFF,8,00,0E,43,29,80,A2,DE,DD
1477874825.009186,4341990,1CFFFFFF,8,00,0E,43,2A,80,A2,E0,06
1477874825.009482,4342285,1CFFFFFF,8,00,0E,43,2B,80,A2,E1,2F
1477874825.009782,4342585,1CFFFFFF,8,00,0E,43,2C,80,A2,E2,58
1477874825.010080,4342883,1CFFFFFF,8,00,0E,43,2D,80,A2,E3,82
1477874825.010378,4343181,1CFFFFFF,8,00,0E,43,2E,80,A2,E4,AB
1477874825.010678,4343481,1CFFFFFF,8,00,0E,43,2F,80,A2,E5,DB
1477874825.010976,4343780,1CFFFFFF,8,00,0E,43,30,80,A2,E7,04
1477874825.011276,4344080,1CFFFFFF,8,00,0E,43,31,80,A2,E8,2D
1477874825.011574,4344378,1CFFFFFF,8,00,0E,43,32,80,A2,E9,5D
1477874825.011870,4344673,1CFFFFFF,8,00,0E,43,33,80,A2,EA,86
1477874825.012165,4344969,1CFFFFFF,8,00,0E,43,34,80,A2,EB,AF
1477874825.012461,4345265,1CFFFFFF,8,00,0E,43,35,80,A2,EC,D8
1477874825.012759,4345563,1CFFFFFF,8,00,0E,43,36,80,A2,EE,01
1477874825.013062,4345865,1CFFFFFF,8,00,0E,43,37,80,A2,EF,24
1477874825.013362,4346165,1CFFFFFF,8,00,0E,43,38,80,A2,F0,54
1477874825.013662,4346465,1CFFFFFF,8,00,0E,43,39,80,A2,F1,7D
1477874825.013960,4346763,1CFFFFFF,8,00,0E,43,3A,80,A2,F2,A6
1477874825.014258,4347061,1CFFFFFF,8,00,0E,43,3B,80,A2,F3,D6
1477874825.014558,4347361,1CFFFFFF,8,00,0E,43,3C,80,A2,F4,FF
1477874825.014853,4347657,1CFFFFFF,8,00,0E,43,3D,80,A2,F6,29
1477874825.015151,4347955,1CFFFFFF,8,00,0E,43,3E,80,A2,F7,58
1477874825.015456,4348259,1CFFFFFF,8,00,0E,43,3F,80,A2,F8,7B
1477874825.015756,4348559,1CFFFFFF,8,00,0E,43,40,80,A2,F9,AB
1477874825.016058,4348862,1CFFFFFF,8,00,0E,43,41,80,A2,FA,DA
1477874825.016358,4349162,1CFFFFFF,8,00,0E,43,42,80,A2,FC,03
1477874825.016659,4349462,1CFFFFFF,8,00,0E,43,43,80,A2,FD,33
1477874825.016957,4349760,1CFFFFFF,8,00,0E,43,44,80,A2,FE,5C
1477874825.017255,4350058,1CFFFFFF,8,00,0E,43,45,80,A2,FF,8C
1477874825.017555,4350359,1CFFFFFF,8,00,0E,43,46,80,A3,00,B5
1477874825.017855,4350659,1CFFFFFF,8,00,0E,43,47,80,A3,01,DF
1477874825.018155,4350959,1CFFFFFF,8,00,0E,43,48,80,A3,03,0E
1477874825.018453,4351257,1CFFFFFF,8,00,0E,43,49,80,A3,04,38
1477874825.018751,4351554,1CFFFFFF,8,00,0E,43,4A,80,A3,05,61
1477874825.019053,4351857,1CFFFFFF,8,00,0E,43,4B,80,A3,06,90
1477874825.019353,4352157,1CFFFFFF,8,00,0E,43,4C,80,A3,07,B9
1477874825.019649,4352452,1CFFFFFF,8,00,0E,43,4D,80,A3,08,E3
1477874825.019945,4352748,1CFFFFFF,8,00,0E,43,4E,80,A3,0A,12
1477874825.020243,4353046,1CFFFFFF,8,00,0E,43,4F,80,A3,0B,3C
1477874825.020543,4353346,1CFFFFFF,8,00,0E,43,50,80,A3,0C,5F
1477874825.020838,4353642,1CFFFFFF,8,00,0E,43,51,80,A3,0D,8E
1477874825.021136,4353940,1CFFFFFF,8,00,0E,43,52,80,A3,0E,B7
1477874825.021436,4354240,1CFFFFFF,8,00,0E,43,53,80,A3,0F,E1
1477874825.021737,4354540,1CFFFFFF,8,00,0E,43,54,80,A3,11,0A
1477874825.022037,4354840,1CFFFFFF,8,00,0E,43,55,80,A3,12,33
1477874825.022332,4355136,1CFFFFFF,8,00,0E,43,56,80,A3,13,62
1477874825.022628,4355431,1CFFFFFF,8,00,0E,43,57,80,A3,14,8C
1477874825.022924,4355727,1CFFFFFF,8,00,0E,43,58,80,A3,15,B5
1477874825.023224,4356027,1CFFFFFF,8,00,0E,43,59,80,A3,16,DE
1477874825.023526,4356330,1CFFFFFF,8,00,0E,43,5A,80,A3,18,01
1477874825.023824,4356628,1CFFFFFF,8,00,0E,43,5B,80,A3,19,31
1477874825.024122,4356926,1CFFFFFF,8,00,0E,43,5C,80,A3,1A,60
1477874825.024420,4357223,1CFFFFFF,8,00,0E,43,5D,80,A3,1B,8A
1477874825.024716,4357519,1CFFFFFF,8,00,0E,43,5E,80,A3,1C,B3
1477874825.025016,4357819,1CFFFFFF,8,00,0E,43,5F,80,A3,1D,DC
1477874825.025318,4358122,1CFFFFFF,8,00,0E,43,60,80,A3,1F,05
1477874825.025616,4358420,1CFFFFFF,8,00,0E,43,61,80,A3,20,2F
1477874825.025914,4358717,1CFFFFFF,8,00,0E,43,62,80,A3,21,5E
1477874825.026212,4359016,1CFFFFFF,8,00,0E,43,63,80,A3,22,88
1477874825.026507,4359311,1CFFFFFF,8,00,0E,43,64,80,A3,23,B1
1477874825.026803,4359606,1CFFFFFF,8,00,0E,43,65,80,A3,24,DA
1477874825.027103,4359906,1CFFFFFF,8,00,0E,43,66,80,A3,26,03
1477874825.027401,4360204,1CFFFFFF,8,00,0E,43,67,80,A3,27,2D
1477874825.027697,4360500,1CFFFFFF,8,00,0E,43,68,80,A3,28,56
1477874825.027997,4360800,1CFFFFFF,8,00,0E,43,69,80,A3,29,7F
1477874825.028292,4361096,1CFFFFFF,8,00,0E,43,6A,80,A3,2A,A8
1477874825.028588,4361391,1CFFFFFF,8,00,0E,43,6B,80,A3,2B,D2
1477874825.028886,4361689,1CFFFFFF,8,00,0E,43,6C,80,A3,2C,FB
1477874825.029183,4361987,1CFFFFFF,8,00,0E,43,6D,80,A3,2E,24
1477874825.029479,4362282,1CFFFFFF,8,00,0E,43,6E,80,A3,2F,4E
1477874825.029780,4362583,1CFFFFFF,8,00,0E,43,6F,80,A3,30,77
1477874825.030082,4362886,1CFFFFFF,8,00,0E,43,70,80,A3,31,A0
1477874825.030380,4363183,1CFFFFFF,8,00,0E,43,71,80,A3,32,D0
1477874825.030680,4363484,1CFFFFFF,8,00,0E,43,72,80,A3,33,F9
1477874825.030978,4363782,1CFFFFFF,8,00,0E,43,73,80,A3,35,28
1477874825.031274,4364077,1CFFFFFF,8,00,0E,43,74,80,A3,36,51
1477874825.031569,4364373,1CFFFFFF,8,00,0E,43,75,80,A3,37,7B
1477874825.031869,4364673,1CFFFFFF,8,00,0E,43,76,80,A3,38,A4
1477874825.032167,4364971,1CFFFFFF,8,00,0E,43,77,80,A3,39,C7
1477874825.032465,4365268,1CFFFFFF,8,00,0E,43,78,80,A3,3A,F7
1477874825.032765,4365569,1CFFFFFF,8,00,0E,43,79,80,A3,3C,20
1477874825.033063,4365866,1CFFFFFF,8,00,0E,43,7A,80,A3,3D,49
1477874825.033363,4366166,1CFFFFFF,8,00,0E,43,7B,80,A3,3E,73
1477874825.033666,4366469,1CFFFFFF,8,00,0E,43,7C,80,A3,3F,9C
1477874825.033966,4366769,1CFFFFFF,8,00,0E,43,7D,80,A3,40,CB
1477874825.034270,4367073,1CFFFFFF,8,00,0E,43,7E,80,A3,41,FB
1477874825.034568,4367371,1CFFFFFF,8,00,0E,43,7F,80,A3,43,24
1477874825.034866,4367669,1CFFFFFF,8,00,0E,43,80,80,A3,44,5A
1477874825.035168,4367972,1CFFFFFF,8,00,0E,43,81,80,A3,45,83
1477874825.035466,4368270,1CFFFFFF,8,00,0E,43,82,80,A3,46,AD
1477874825.035766,4368570,1CFFFFFF,8,00,0E,43,83,80,A3,47,DC
1477874825.036065,4368868,1CFFFFFF,8,00,0E,43,84,80,A3,49,05
1477874825.036363,4369166,1CFFFFFF,8,00,0E,43,85,80,A3,4A,2F
1477874825.036658,4369462,1CFFFFFF,8,00,0E,43,86,80,A3,4B,58
1477874825.036956,4369760,1CFFFFFF,8,00,0E,43,87,80,A3,4C,81
1477874825.037252,4370055,1CFFFFFF,8,00,0E,43,88,80,A3,4D,AA
1477874825.037550,4370353,1CFFFFFF,8,00,0E,43,89,80,A3,4E,D4
1477874825.037850,4370653,1CFFFFFF,8,00,0E,43,8A,80,A3,4F,FD
1477874825.038145,4370949,1CFFFFFF,8,00,0E,43,8B,80,A3,51,26
1477874825.038446,4371249,1CFFFFFF,8,00,0E,43,8C,80,A3,52,50
1477874825.038743,4371547,1CFFFFFF,8,00,0E,43,8D,80,A3,53,79
1477874825.039041,4371845,1CFFFFFF,8,00,0E,43,8E,80,A3,54,A8
1477874825.039339,4372142,1CFFFFFF,8,00,0E,43,8F,80,A3,55,D1
1477874825.039639,4372443,1CFFFFFF,8,00,0E,43,90,80,A3,56,FB
1477874825.039937,4372740,1CFFFFFF,8,00,0E,43,91,80,A3,58,24
1477874825.040237,4373040,1CFFFFFF,8,00,0E,43,92,80,A3,59,4D
1477874825.040533,4373336,1CFFFFFF,8,00,0E,43,93,80,A3,5A,77
1477874825.040830,4373634,1CFFFFFF,8,00,0E,43,94,80,A3,5B,A6
1477874825.041128,4373932,1CFFFFFF,8,00,0E,43,95,80,A3,5C,CF
1477874825.041428,4374232,1CFFFFFF,8,00,0E,43,96,80,A3,5D,F9
1477874825.041726,4374530,1CFFFFFF,8,00,0E,43,97,80,A3,5F,22
1477874825.042026,4374830,1CFFFFFF,8,00,0E,43,98,80,A3,60,4B
1477874825.042327,4375130,1CFFFFFF,8,00,0E,43,99,80,A3,61,7B
1477874825.042624,4375428,1CFFFFFF,8,00,0E,43,9A,80,A3,62,A4
1477874825.042922,4375726,1CFFFFFF,8,00,0E,43,9B,80,A3,63,CD
1477874825.043218,4376022,1CFFFFFF,8,00,0E,43,9C,80,A3,64,F6
1477874825.043516,4376319,1CFFFFFF,8,00,0E,43,9D,80,A3,66,20
1477874825.043812,4376615,1CFFFFFF,8,00,0E,43,9E,80,A3,67,49
1477874825.044110,4376913,1CFFFFFF,8,00,0E,43,9F,80,A3,68,72
1477874825.044410,4377213,1CFFFFFF,8,00,0E,43,A0,80,A3,69,9C
1477874825.044707,4377511,1CFFFFFF,8,00,0E,43,A1,80,A3,6A,C5
1477874825.045005,4377809,1CFFFFFF,8,00,0E,43,A2,80,A3,6B,F4
1477874825.045305,4378109,1CFFFFFF,8,00,0E,43,A3,80,A3,6D,1E
1477874825.045606,4378409,1CFFFFFF,8,00,0E,43,A4,80,A3,6E,47
1477874825.045901,4378705,1CFFFFFF,8,00,0E,43,A5,80,A3,6F,70
1477874825.046202,4379005,1CFFFFFF,8,00,0E,43,A6,80,A3,70,A0
1477874825.046499,4379302,1CFFFFFF,8,00,0E,43,A7,80,A3,71,C3
1477874825.046799,4379603,1CFFFFFF,8,00,0E,43,A8,80,A3,72,F2
1477874825.047097,4379900,1CFFFFFF,8,00,0E,43,A9,80,A3,74,1B
1477874825.047397,4380201,1CFFFFFF,8,00,0E,43,AA,80,A3,75,45
1477874825.047695,4380498,1CFFFFFF,8,00,0E,43,AB,80,A3,76,74
1477874825.047993,4380796,1CFFFFFF,8,00,0E,43,AC,80,A3,77,9D
1477874825.048291,4381094,1CFFFFFF,8,00,0E,43,AD,80,A3,78,C7
1477874825.048589,4381392,1CFFFFFF,8,00,0E,43,AE,80,A3,79,F0
1477874825.048889,4381693,1CFFFFFF,8,00,0E,43,AF,80,A3,7B,19
1477874825.049189,4381993,1CFFFFFF,8,00,0E,43,B0,80,A3,7C,49
1477874825.049487,4382291,1CFFFFFF,8,00,0E,43,B1,80,A3,7D,72
1477874825.049785,4382589,1CFFFFFF,8,00,0E,43,B2,80,A3,7E,9B
1477874825.050083,4382886,1CFFFFFF,8,00,0E,43,B3,80,A3,7F,C5
1477874825.050381,4383184,1CFFFFFF,8,00,0E,43,B4,80,A3,80,EE
1477874825.050681,4383485,1CFFFFFF,8,00,0E,43,B5,80,A3,82,1E
1477874825.050981,4383785,1CFFFFFF,8,00,0E,43,B6,80,A3,83,47
1477874825.051279,4384083,1CFFFFFF,8,00,0E,43,B7,80,A3,84,70
1477874825.051577,4384380,1CFFFFFF,8,00,0E,43,B8,80,A3,85,A0
1477874825.051873,4384676,1CFFFFFF,8,00,0E,43,B9,80,A3,86,C9
1477874825.052171,4384974,1CFFFFFF,8,00,0E,43,BA,80,A3,87,F2
1477874825.052471,4385274,1CFFFFFF,8,00,0E,43,BB,80,A3,89,1C
1477874825.052768,4385572,1CFFFFFF,8,00,0E,43,BC,80,A3,8A,45
1477874825.053069,4385872,1CFFFFFF,8,00,0E,43,BD,80,A3,8B,6E
1477874825.053369,4386172,1CFFFFFF,8,00,0E,43,BE,80,A3,8C,97
1477874825.053667,4386470,1CFFFFFF,8,00,0E,43,BF,80,A3,8D,C7
1477874825.053965,4386768,1CFFFFFF,8,00,0E,43,C0,80,A3,8E,F0
1477874825.054265,4387068,1CFFFFFF,8,00,0E,43,C1,80,A3,90,19
1477874825.054560,4387364,1CFFFFFF,8,00,0E,43,C2,80,A3,91,43
1477874825.054856,4387659,1CFFFFFF,8,00,0E,43,C3,80,A3,92,72
1477874825.055152,4387956,1CFFFFFF,8,00,0E,43,C4,80,A3,93,9B
1477874825.055453,4388256,1CFFFFFF,8,00,0E,43,C5,80,A3,94,BE
1477874825.055752,4388555,1CFFFFFF,8,00,0E,43,C6,80,A3,95,E8
1477874825.056048,4388851,1CFFFFFF,8,00,0E,43,C7,80,A3,97,17
1477874825.056349,4389152,1CFFFFFF,8,00,0E,43,C8,80,A3,98,40
1477874825.056645,4389449,1CFFFFFF,8,00,0E,43,C9,80,A3,99,6A
1477874825.056942,4389745,1CFFFFFF,8,00,0E,43,CA,80,A3,9A,93
1477874825.057238,4390042,1CFFFFFF,8,00,0E,43,CB,80,A3,9B,BC
1477874825.057532,4390336,1CFFFFFF,8,00,0E,43,CC,80,A3,9C,E5
1477874825.057836,4390639,1CFFFFFF,8,00,0E,43,CD,80,A3,9E,0F
1477874825.058137,4390940,1CFFFFFF,8,00,0E,43,CE,80,A3,9F,38
1477874825.058435,4391238,1CFFFFFF,8,00,0E,43,CF,80,A3,A0,61
1477874825.058732,4391535,1CFFFFFF,8,00,0E,43,D0,80,A3,A1,91
1477874825.059028,4391831,1CFFFFFF,8,00,0E,43,D1,80,A3,A2,BA
1477874825.059327,4392130,1CFFFFFF,8,00,0E,43,D2,80,A3,A3,E3
1477874825.059621,4392425,1CFFFFFF,8,00,0E,43,D3,80,A3,A5,0D
1477874825.059920,4392723,1CFFFFFF,8,00,0E,43,D4,80,A3,A6,36
1477874825.060220,4393024,1CFFFFFF,8,00,0E,43,D5,80,A3,A7,5F
1477874825.060520,4393324,1CFFFFFF,8,00,0E,43,D6,80,A3,A8,88
1477874825.060814,4393618,1CFFFFFF,8,00,0E,43,D7,80,A3,A9,B8
1477874825.061113,4393916,1CFFFFFF,8,00,0E,43,D8,80,A3,AA,E1
1477874825.061411,4394214,1CFFFFFF,8,00,0E,43,D9,80,A3,AC,04
1477874825.061707,4394510,1CFFFFFF,8,00,0E,43,DA,80,A3,AD,34
1477874825.062003,4394806,1CFFFFFF,8,00,0E,43,DB,80,A3,AE,5D
1477874825.062303,4395106,1CFFFFFF,8,00,0E,43,DC,80,A3,AF,86
1477874825.062601,4395405,1CFFFFFF,8,00,0E,43,DD,80,A3,B0,A9
1477874825.062895,4395698,1CFFFFFF,8,00,0E,43,DE,80,A3,B1,D9
1477874825.063197,4396001,1CFFFFFF,8,00,0E,43,DF,80,A3,B3,02
1477874825.063499,4396303,1CFFFFFF,8,00,0E,43,E0,80,A3,B4,25
1477874825.063800,4396603,1CFFFFFF,8,00,0E,43,E1,80,A3,B5,55
1477874825.064100,4396903,1CFFFFFF,8,00,0E,43,E2,80,A3,B6,84
1477874825.064397,4397201,1CFFFFFF,8,00,0E,43,E3,80,A3,B7,AE
1477874825.064697,4397501,1CFFFFFF,8,00,0E,43,E4,80,A3,B8,DD
1477874825.064998,4397801,1CFFFFFF,8,00,0E,43,E5,80,A3,BA,06
1477874825.065295,4398099,1CFFFFFF,8,00,0E,43,E6,80,A3,BB,36
1477874825.065598,4398401,1CFFFFFF,8,00,0E,43,E7,80,A3,BC,5F
1477874825.065896,4398699,1CFFFFFF,8,00,0E,43,E8,80,A3,BD,88
1477874825.066196,4398999,1CFFFFFF,8,00,0E,43,E9,80,A3,BE,B8
1477874825.066496,4399299,1CFFFFFF,8,00,0E,43,EA,80,A3,BF,E1
1477874825.066796,4399599,1CFFFFFF,8,00,0E,43,EB,80,A3,C1,0A
1477874825.067096,4399900,1CFFFFFF,8,00,0E,43,EC,80,A3,C2,3A
1477874825.067393,4400196,1CFFFFFF,8,00,0E,43,ED,80,A3,C3,63
1477874825.067691,4400494,1CFFFFFF,8,00,0E,43,EE,80,A3,C4,8D
1477874825.067991,4400794,1CFFFFFF,8,00,0E,43,EF,80,A3,C5,BC
1477874825.068291,4401094,1CFFFFFF,8,00,0E,43,F0,80,A3,C6,E5
1477874825.068591,4401394,1CFFFFFF,8,00,0E,43,F1,80,A3,C8,0F
1477874825.068891,4401694,1CFFFFFF,8,00,0E,43,F2,80,A3,C9,38
1477874825.069191,4401995,1CFFFFFF,8,00,0E,43,F3,80,A3,CA,67
1477874825.069489,4402292,1CFFFFFF,8,00,0E,43,F4,80,A3,CB,91
1477874825.069791,4402595,1CFFFFFF,8,00,0E,43,F5,80,A3,CC,C0
1477874825.070092,4402895,1CFFFFFF,8,00,0E,43,F6,80,A3,CD,E9
1477874825.070389,4403193,1CFFFFFF,8,00,0E,43,F7,80,A3,CF,19
1477874825.070689,4403493,1CFFFFFF,8,00,0E,43,F8,80,A3,D0,42
1477874825.070990,4403793,1CFFFFFF,8,00,0E,43,F9,80,A3,D1,6C
1477874825.071290,4404093,1CFFFFFF,8,00,0E,43,FA,80,A3,D2,9B
1477874825.071590,4404393,1CFFFFFF,8,00,0E,43,FB,80,A3,D3,C5
1477874825.071888,4404691,1CFFFFFF,8,00,0E,43,FC,80,A3,D4,F4
1477874825.072186,4404989,1CFFFFFF,8,00,0E,43,FD,80,A3,D6,1D
1477874825.072483,4405287,1CFFFFFF,8,00,0E,43,FE,80,A3,D7,47
1477874825.072786,4405589,1CFFFFFF,8,00,0E,43,FF,80,A3,D8,70
1477874825.073088,4405892,1CFFFFFF,8,00,0E,44,00,80,A3,D9,99
1477874825.073386,4406189,1CFFFFFF,8,00,0E,44,01,80,A3,DA,C9
1477874825.073684,4406488,1CFFFFFF,8,00,0E,44,02,80,A3,DB,F8
1477874825.073985,4406788,1CFFFFFF,8,00,0E,44,03,80,A3,DD,21
1477874825.074285,4407088,1CFFFFFF,8,00,0E,44,04,80,A3,DE,4A
1477874825.074587,4407390,1CFFFFFF,8,00,0E,44,05,80,A3,DF,7A
1477874825.074889,4407693,1CFFFFFF,8,00,0E,44,06,80,A3,E0,A3
1477874825.075194,4407997,1CFFFFFF,8,00,0E,44,07,80,A3,E1,D3
1477874825.075496,4408300,1CFFFFFF,8,00,0E,44,08,80,A3,E3,03
1477874825.075796,4408600,1CFFFFFF,8,00,0E,44,09,80,A3,E4,32
1477874825.076097,4408900,1CFFFFFF,8,00,0E,44,0A,80,A3,E5,62
1477874825.076399,4409202,1CFFFFFF,8,00,0E,44,0B,80,A3,E6,8B
1477874825.076704,4409507,1CFFFFFF,8,00,0E,44,0C,80,A3,E7,BB
1477874825.077006,4409809,1CFFFFFF,8,00,0E,44,0D,80,A3,E8,E4
1477874825.077306,4410109,1CFFFFFF,8,00,0E,44,0E,80,A3,EA,1A
1477874825.077606,4410409,1CFFFFFF,8,00,0E,44,0F,80,A3,EB,43
1477874825.077906,4410710,1CFFFFFF,8,00,0E,44,10,80,A3,EC,73
1477874825.078207,4411010,1CFFFFFF,8,00,0E,44,11,80,A3,ED,A2
1477874825.078509,4411312,1CFFFFFF,8,00,0E,44,12,80,A3,EE,CC
1477874825.078811,4411615,1CFFFFFF,8,00,0E,44,13,80,A3,EF,F5
1477874825.079114,4411917,1CFFFFFF,8,00,0E,44,14,80,A3,F1,24
1477874825.079416,4412219,1CFFFFFF,8,00,0E,44,15,80,A3,F2,54
1477874825.079716,4412519,1CFFFFFF,8,00,0E,44,16,80,A3,F3,84
1477874825.080019,4412822,1CFFFFFF,8,00,0E,44,17,80,A3,F4,AD
1477874825.080319,4413122,1CFFFFFF,8,00,0E,44,18,80,A3,F5,DC
1477874825.080621,4413425,1CFFFFFF,8,00,0E,44,19,80,A3,F7,0C
1477874825.080924,4413727,1CFFFFFF,8,00,0E,44,1A,80,A3,F8,35
1477874825.081224,4414028,1CFFFFFF,8,00,0E,44,1B,80,A3,F9,65
1477874825.081524,4414327,1CFFFFFF,8,00,0E,44,1C,80,A3,FA,95
1477874825.081829,4414632,1CFFFFFF,8,00,0E,44,1D,80,A3,FB,BE
1477874825.082131,4414934,1CFFFFFF,8,00,0E,44,1E,80,A3,FC,ED
1477874825.082433,4415237,1CFFFFFF,8,00,0E,44,1F,80,A3,FE,1D
1477874825.082736,4415539,1CFFFFFF,8,00,0E,44,20,80,A3,FF,4D
1477874825.083040,4415844,1CFFFFFF,8,00,0E,44,21,80,A4,00,7C
1477874825.083338,4416142,1CFFFFFF,8,00,0E,44,22,80,A4,01,A5
1477874825.083636,4416439,1CFFFFFF,8,00,0E,44,23,80,A4,02,D5
1477874825.083936,4416740,1CFFFFFF,8,00,0E,44,24,80,A4,04,05
1477874825.084236,4417040,1CFFFFFF,8,00,0E,44,25,80,A4,05,2E
1477874825.084534,4417337,1CFFFFFF,8,00,0E,44,26,80,A4,06,57
1477874825.084837,4417640,1CFFFFFF,8,00,0E,44,27,80,A4,07,80
1477874825.085137,4417940,1CFFFFFF,8,00,0E,44,28,80,A4,08,B0
1477874825.085434,4418238,1CFFFFFF,8,00,0E,44,29,80,A4,09,D9
1477874825.085732,4418536,1CFFFFFF,8,00,0E,44,2A,80,A4,0B,09
1477874825.086030,4418834,1CFFFFFF,8,00,0E,44,2B,80,A4,0C,32
1477874825.086330,4419134,1CFFFFFF,8,00,0E,44,2C,80,A4,0D,5B
1477874825.086628,4419432,1CFFFFFF,8,00,0E,44,2D,80,A4,0E,85
1477874825.086931,4419734,1CFFFFFF,8,00,0E,44,2E,80,A4,0F,B4
1477874825.087231,4420035,1CFFFFFF,8,00,0E,44,2F,80,A4,10,DD
1477874825.087531,4420334,1CFFFFFF,8,00,0E,44,30,80,A4,12,0D
1477874825.087829,4420632,1CFFFFFF,8,00,0E,44,31,80,A4,13,36
1477874825.088126,4420930,1CFFFFFF,8,00,0E,44,32,80,A4,14,66
1477874825.088429,4421232,1CFFFFFF,8,00,0E,44,33,80,A4,15,8F
1477874825.088727,4421530,1CFFFFFF,8,00,0E,44,34,80,A4,16,B8
1477874825.089029,4421833,1CFFFFFF,8,00,0E,44,35,80,A4,17,E8
1477874825.089327,4422130,1CFFFFFF,8,00,0E,44,36,80,A4,19,11
1477874825.089627,4422430,1CFFFFFF,8,00,0E,44,37,80,A4,1A,41
1477874825.089925,4422728,1CFFFFFF,8,00,0E,44,38,80,A4,1B,6A
1477874825.090226,4423029,1CFFFFFF,8,00,0E,44,39,80,A4,1C,93
1477874825.090525,4423329,1CFFFFFF,8,00,0E,44,3A,80,A4,1D,BD
1477874825.090825,4423629,1CFFFFFF,8,00,0E,44,3B,80,A4,1E,EC
1477874825.091125,4423929,1CFFFFFF,8,00,0E,44,3C,80,A4,20,15
1477874825.091426,4424229,1CFFFFFF,8,00,0E,44,3D,80,A4,21,45
1477874825.091723,4424527,1CFFFFFF,8,00,0E,44,3E,80,A4,22,6E
1477874825.092021,4424825,1CFFFFFF,8,00,0E,44,3F,80,A4,23,97
1477874825.092326,4425129,1CFFFFFF,8,00,0E,44,40,80,A4,24,C0
1477874825.092624,4425428,1CFFFFFF,8,00,0E,44,41,80,A4,25,EA
1477874825.092924,4425728,1CFFFFFF,8,00,0E,44,42,80,A4,27,20
1477874825.093220,4426024,1CFFFFFF,8,00,0E,44,43,80,A4,28,49
1477874825.093518,4426321,1CFFFFFF,8,00,0E,44,44,80,A4,29,72
1477874825.093816,4426619,1CFFFFFF,8,00,0E,44,45,80,A4,2A,9C
1477874825.094111,4426915,1CFFFFFF,8,00,0E,44,46,80,A4,2B,C5
1477874825.094407,4427210,1CFFFFFF,8,00,0E,44,47,80,A4,2C,EE
1477874825.094705,4427508,1CFFFFFF,8,00,0E,44,48,80,A4,2E,17
1477874825.095003,4427806,1CFFFFFF,8,00,0E,44,49,80,A4,2F,41
1477874825.095301,4428104,1CFFFFFF,8,00,0E,44,4A,80,A4,30,6A
1477874825.095598,4428402,1CFFFFFF,8,00,0E,44,4B,80,A4,31,93
