Time,PGN,SPN,Value
1385746953.133986,EEC1,61444,Engine Speed,652.000
1385746953.143992,EEC1,61444,Engine Speed,651.500
1385746953.154103,EEC1,61444,Engine Speed,651.500
1385746953.163989,EEC1,61444,Engine Speed,651.500
1385746953.173990,EEC1,61444,Engine Speed,652.500
1385746953.183995,EEC1,61444,Engine Speed,652.500
1385746953.194938,EEC1,61444,Engine Speed,652.500
1385746953.203986,EEC1,61444,Engine Speed,652.750
1385746953.213973,EEC1,61444,Engine Speed,652.750
1385746953.223989,EEC1,61444,Engine Speed,652.750
1385746953.233972,EEC1,61444,Engine Speed,652.750
1385746953.242941,EEC1,61444,Engine Speed,652.000
1385746953.254940,EEC1,61444,Engine Speed,652.000
1385746953.264940,EEC1,61444,Engine Speed,652.000
1385746953.273984,EEC1,61444,Engine Speed,652.250
1385746953.283987,EEC1,61444,Engine Speed,652.250
1385746953.293970,EEC1,61444,Engine Speed,652.250
1385746953.303990,EEC1,61444,Engine Speed,652.500
1385746953.314958,EEC1,61444,Engine Speed,652.500
1385746953.323989,EEC1,61444,Engine Speed,652.500
1385746953.333974,EEC1,61444,Engine Speed,652.250
1385746953.344021,EEC1,61444,Engine Speed,652.250
1385746953.353972,EEC1,61444,Engine Speed,652.250
1385746953.363980,EEC1,61444,Engine Speed,652.750
1385746953.373969,EEC1,61444,Engine Speed,652.750
1385746953.384271,EEC1,61444,Engine Speed,652.750
1385746953.393976,EEC1,61444,Engine Speed,652.500
1385746953.403986,EEC1,61444,Engine Speed,652.500
1385746953.413974,EEC1,61444,Engine Speed,652.500
1385746953.423987,EEC1,61444,Engine Speed,651.750
1385746953.433926,EEC1,61444,Engine Speed,651.750
1385746953.442917,EEC1,61444,Engine Speed,651.750
1385746953.454937,EEC1,61444,Engine Speed,652.000
1385746953.463990,EEC1,61444,Engine Speed,652.000
1385746953.474938,EEC1,61444,Engine Speed,652.000
1385746953.483989,EEC1,61444,Engine Speed,652.000
1385746953.493972,EEC1,61444,Engine Speed,652.000
1385746953.503985,EEC1,61444,Engine Speed,652.000
1385746953.513963,EEC1,61444,Engine Speed,651.250
1385746953.523978,EEC1,61444,Engine Speed,651.250
1385746953.534919,EEC1,61444,Engine Speed,651.250
1385746953.542918,EEC1,61444,Engine Speed,652.750
1385746953.554926,EEC1,61444,Engine Speed,652.750
1385746953.563977,EEC1,61444,Engine Speed,652.750
1385746953.574005,EEC1,61444,Engine Speed,652.500
1385746953.583981,EEC1,61444,Engine Speed,652.500
1385746953.593969,EEC1,61444,Engine Speed,652.500
1385746953.603973,EEC1,61444,Engine Speed,651.750
1385746953.613968,EEC1,61444,Engine Speed,651.750
1385746953.623976,EEC1,61444,Engine Speed,651.750
1385746953.633964,EEC1,61444,Engine Speed,652.250
1385746953.643976,EEC1,61444,Engine Speed,652.250
1385746953.653965,EEC1,61444,Engine Speed,652.250
1385746953.663979,EEC1,61444,Engine Speed,652.250
1385746953.673963,EEC1,61444,Engine Speed,652.250
1385746953.683974,EEC1,61444,Engine Speed,652.250
1385746953.694910,EEC1,61444,Engine Speed,652.250
1385746953.703971,EEC1,61444,Engine Speed,651.250
1385746953.713962,EEC1,61444,Engine Speed,651.250
1385746953.723981,EEC1,61444,Engine Speed,651.250
1385746953.733969,EEC1,61444,Engine Speed,652.000
1385746953.743986,EEC1,61444,Engine Speed,652.000
1385746953.753967,EEC1,61444,Engine Speed,652.000
1385746953.763972,EEC1,61444,Engine Speed,651.750
1385746953.773956,EEC1,61444,Engine Speed,651.750
1385746953.783971,EEC1,61444,Engine Speed,651.750
1385746953.793960,EEC1,61444,Engine Speed,651.500
1385746953.803995,EEC1,61444,Engine Speed,651.500
1385746953.813958,EEC1,61444,Engine Speed,651.500
1385746953.823985,EEC1,61444,Engine Speed,651.250
1385746953.833985,EEC1,61444,Engine Speed,651.250
1385746953.842912,EEC1,61444,Engine Speed,651.250
1385746953.853966,EEC1,61444,Engine Speed,651.250
1385746953.864917,EEC1,61444,Engine Speed,651.250
1385746953.875105,EEC1,61444,Engine Speed,651.250
1385746953.883981,EEC1,61444,Engine Speed,651.000
1385746953.893959,EEC1,61444,Engine Speed,651.000
1385746953.903986,EEC1,61444,Engine Speed,651.000
1385746953.914922,EEC1,61444,Engine Speed,652.000
1385746953.923980,EEC1,61444,Engine Speed,652.000
1385746953.933963,EEC1,61444,Engine Speed,652.000
1385746953.942914,EEC1,61444,Engine Speed,652.250
1385746953.953958,EEC1,61444,Engine Speed,652.250
1385746953.963970,EEC1,61444,Engine Speed,652.250
1385746953.973956,EEC1,61444,Engine Speed,652.250
1385746953.983973,EEC1,61444,Engine Speed,652.250
1385746953.993951,EEC1,61444,Engine Speed,652.250
1385746954.004076,EEC1,61444,Engine Speed,652.500
1385746954.013988,EEC1,61444,Engine Speed,652.500
1385746954.024007,EEC1,61444,Engine Speed,652.500
1385746954.033986,EEC1,61444,Engine Speed,652.000
1385746954.042956,EEC1,61444,Engine Speed,652.000
1385746954.053987,EEC1,61444,Engine Speed,652.000
1385746954.063997,EEC1,61444,Engine Speed,652.000
1385746954.074118,EEC1,61444,Engine Speed,652.000
1385746954.083997,EEC1,61444,Engine Speed,652.000
1385746954.093988,EEC1,61444,Engine Speed,652.250
1385746954.103994,EEC1,61444,Engine Speed,652.250
1385746954.113987,EEC1,61444,Engine Speed,652.250
1385746954.123987,EEC1,61444,Engine Speed,652.250
1385746954.133987,EEC1,61444,Engine Speed,652.000
1385746954.144000,EEC1,61444,Engine Speed,652.000
1385746954.153983,EEC1,61444,Engine Speed,652.000
1385746954.163988,EEC1,61444,Engine Speed,651.750
1385746954.174006,EEC1,61444,Engine Speed,651.750
1385746954.183994,EEC1,61444,Engine Speed,651.750
1385746954.193976,EEC1,61444,Engine Speed,651.750
1385746954.203993,EEC1,61444,Engine Speed,651.750
1385746954.214931,EEC1,61444,Engine Speed,651.750
1385746954.223996,EEC1,61444,Engine Speed,652.000
1385746954.233991,EEC1,61444,Engine Speed,652.000
1385746954.244003,EEC1,61444,Engine Speed,652.000
1385746954.253940,EEC1,61444,Engine Speed,651.250
1385746954.263994,EEC1,61444,Engine Speed,651.250
1385746954.273975,EEC1,61444,Engine Speed,651.250
1385746954.283985,EEC1,61444,Engine Speed,652.250
1385746954.293976,EEC1,61444,Engine Speed,652.250
1385746954.303989,EEC1,61444,Engine Speed,652.250
1385746954.313977,EEC1,61444,Engine Speed,652.250
1385746954.324008,EEC1,61444,Engine Speed,652.250
1385746954.333976,EEC1,61444,Engine Speed,652.250
1385746954.342936,EEC1,61444,Engine Speed,651.750
1385746954.354932,EEC1,61444,Engine Speed,651.750
1385746954.364002,EEC1,61444,Engine Speed,651.750
1385746954.373971,EEC1,61444,Engine Speed,651.750
1385746954.383983,EEC1,61444,Engine Speed,651.750
1385746954.393971,EEC1,61444,Engine Speed,651.750
1385746954.403991,EEC1,61444,Engine Speed,652.000
1385746954.414934,EEC1,61444,Engine Speed,652.000
1385746954.423989,EEC1,61444,Engine Speed,652.000
1385746954.433974,EEC1,61444,Engine Speed,651.500
1385746954.443986,EEC1,61444,Engine Speed,651.500
1385746954.454937,EEC1,61444,Engine Speed,651.500
1385746954.463980,EEC1,61444,Engine Speed,652.750
1385746954.473983,EEC1,61444,Engine Speed,652.750
1385746954.483988,EEC1,61444,Engine Speed,652.750
1385746954.493979,EEC1,61444,Engine Speed,652.750
1385746954.503987,EEC1,61444,Engine Speed,652.750
1385746954.513975,EEC1,61444,Engine Speed,652.750
1385746954.523991,EEC1,61444,Engine Speed,652.000
1385746954.534102,EEC1,61444,Engine Speed,652.000
1385746954.543990,EEC1,61444,Engine Speed,652.000
1385746954.554931,EEC1,61444,Engine Speed,652.250
1385746954.563977,EEC1,61444,Engine Speed,652.250
1385746954.574917,EEC1,61444,Engine Speed,652.250
1385746954.583978,EEC1,61444,Engine Speed,652.250
1385746954.593969,EEC1,61444,Engine Speed,652.250
1385746954.603984,EEC1,61444,Engine Speed,652.250
1385746954.613968,EEC1,61444,Engine Speed,652.250
1385746954.623992,EEC1,61444,Engine Speed,651.750
1385746954.634928,EEC1,61444,Engine Speed,651.750
1385746954.643978,EEC1,61444,Engine Speed,651.750
1385746954.653927,EEC1,61444,Engine Speed,652.500
1385746954.663986,EEC1,61444,Engine Speed,652.500
1385746954.673969,EEC1,61444,Engine Speed,652.500
1385746954.683981,EEC1,61444,Engine Speed,652.250
1385746954.693965,EEC1,61444,Engine Speed,652.250
1385746954.703975,EEC1,61444,Engine Speed,652.250
1385746954.713966,EEC1,61444,Engine Speed,651.500
1385746954.723978,EEC1,61444,Engine Speed,651.500
1385746954.733965,EEC1,61444,Engine Speed,651.500
1385746954.742919,EEC1,61444,Engine Speed,651.750
1385746954.753963,EEC1,61444,Engine Speed,651.750
1385746954.763973,EEC1,61444,Engine Speed,651.750
1385746954.773967,EEC1,61444,Engine Speed,652.000
1385746954.783991,EEC1,61444,Engine Speed,652.000
1385746954.793972,EEC1,61444,Engine Speed,652.000
1385746954.803994,EEC1,61444,Engine Speed,651.250
1385746954.813958,EEC1,61444,Engine Speed,651.250
1385746954.823989,EEC1,61444,Engine Speed,651.250
1385746954.833957,EEC1,61444,Engine Speed,652.750
1385746954.843969,EEC1,61444,Engine Speed,652.750
1385746954.853966,EEC1,61444,Engine Speed,652.750
1385746954.863976,EEC1,61444,Engine Speed,652.250
1385746954.874916,EEC1,61444,Engine Speed,652.250
1385746954.883972,EEC1,61444,Engine Speed,652.250
1385746954.893967,EEC1,61444,Engine Speed,651.500
1385746954.903982,EEC1,61444,Engine Speed,651.500
1385746954.914920,EEC1,61444,Engine Speed,651.500
1385746954.923975,EEC1,61444,Engine Speed,651.750
1385746954.933963,EEC1,61444,Engine Speed,651.750
1385746954.942915,EEC1,61444,Engine Speed,651.750
1385746954.953968,EEC1,61444,Engine Speed,652.000
1385746954.963980,EEC1,61444,Engine Speed,652.000
1385746954.973968,EEC1,61444,Engine Speed,652.000
1385746954.983985,EEC1,61444,Engine Speed,651.250
1385746954.993957,EEC1,61444,Engine Speed,651.250
1385746955.004088,EEC1,61444,Engine Speed,651.250
1385746955.013990,EEC1,61444,Engine Speed,652.250
1385746955.024000,EEC1,61444,Engine Speed,652.250
1385746955.035998,EEC1,61444,Engine Speed,652.250
1385746955.044001,EEC1,61444,Engine Speed,652.250
1385746955.053991,EEC1,61444,Engine Speed,652.250
1385746955.063997,EEC1,61444,Engine Speed,652.250
1385746955.073998,EEC1,61444,Engine Speed,652.250
1385746955.084010,EEC1,61444,Engine Speed,651.500
1385746955.094952,EEC1,61444,Engine Speed,651.500
1385746955.104945,EEC1,61444,Engine Speed,651.500
1385746955.114944,EEC1,61444,Engine Speed,651.500
1385746955.124000,EEC1,61444,Engine Speed,651.500
1385746955.133988,EEC1,61444,Engine Speed,651.500
1385746955.144000,EEC1,61444,Engine Speed,651.500
1385746955.154955,EEC1,61444,Engine Speed,651.500
1385746955.164011,EEC1,61444,Engine Speed,651.500
1385746955.173987,EEC1,61444,Engine Speed,650.750
1385746955.184017,EEC1,61444,Engine Speed,650.750
1385746955.194051,EEC1,61444,Engine Speed,650.750
1385746955.203999,EEC1,61444,Engine Speed,651.500
1385746955.216003,EEC1,61444,Engine Speed,651.500
1385746955.224013,EEC1,61444,Engine Speed,651.500
1385746955.234946,EEC1,61444,Engine Speed,651.250
1385746955.244004,EEC1,61444,Engine Speed,651.250
1385746955.253980,EEC1,61444,Engine Speed,651.250
1385746955.264000,EEC1,61444,Engine Speed,651.000
1385746955.274955,EEC1,61444,Engine Speed,651.000
1385746955.283994,EEC1,61444,Engine Speed,651.000
1385746955.294942,EEC1,61444,Engine Speed,651.250
1385746955.303995,EEC1,61444,Engine Speed,651.250
1385746955.313979,EEC1,61444,Engine Speed,651.250
1385746955.323993,EEC1,61444,Engine Speed,651.500
1385746955.334942,EEC1,61444,Engine Speed,651.500
1385746955.343993,EEC1,61444,Engine Speed,651.500
1385746955.353986,EEC1,61444,Engine Speed,651.250
1385746955.364060,EEC1,61444,Engine Speed,651.250
1385746955.373977,EEC1,61444,Engine Speed,651.250
1385746955.384011,EEC1,61444,Engine Speed,652.250
1385746955.394939,EEC1,61444,Engine Speed,652.250
1385746955.404012,EEC1,61444,Engine Speed,652.250
1385746955.413979,EEC1,61444,Engine Speed,652.250
1385746955.423995,EEC1,61444,Engine Speed,652.250
1385746955.433978,EEC1,61444,Engine Speed,652.250
1385746955.443995,EEC1,61444,Engine Speed,651.250
1385746955.454938,EEC1,61444,Engine Speed,651.250
1385746955.463987,EEC1,61444,Engine Speed,651.250
1385746955.473972,EEC1,61444,Engine Speed,651.750
1385746955.483985,EEC1,61444,Engine Speed,651.750
1385746955.493981,EEC1,61444,Engine Speed,651.750
1385746955.503993,EEC1,61444,Engine Speed,651.750
1385746955.513975,EEC1,61444,Engine Speed,651.750
1385746955.523992,EEC1,61444,Engine Speed,651.750
1385746955.534935,EEC1,61444,Engine Speed,651.750
1385746955.542938,EEC1,61444,Engine Speed,651.250
1385746955.553971,EEC1,61444,Engine Speed,651.250
1385746955.563985,EEC1,61444,Engine Speed,651.250
1385746955.573968,EEC1,61444,Engine Speed,652.250
1385746955.583986,EEC1,61444,Engine Speed,652.250
1385746955.593973,EEC1,61444,Engine Speed,652.250
1385746955.603989,EEC1,61444,Engine Speed,651.750
1385746955.613998,EEC1,61444,Engine Speed,651.750
1385746955.623988,EEC1,61444,Engine Speed,651.750
1385746955.633993,EEC1,61444,Engine Speed,651.250
1385746955.643993,EEC1,61444,Engine Speed,651.250
1385746955.653969,EEC1,61444,Engine Speed,651.250
1385746955.663983,EEC1,61444,Engine Speed,651.250
1385746955.673967,EEC1,61444,Engine Speed,651.250
1385746955.683979,EEC1,61444,Engine Speed,651.250
1385746955.693968,EEC1,61444,Engine Speed,651.250
1385746955.703982,EEC1,61444,Engine Speed,651.250
1385746955.713986,EEC1,61444,Engine Speed,651.250
1385746955.723991,EEC1,61444,Engine Speed,650.500
1385746955.733968,EEC1,61444,Engine Speed,650.500
1385746955.743983,EEC1,61444,Engine Speed,650.500
1385746955.753964,EEC1,61444,Engine Speed,651.750
1385746955.763981,EEC1,61444,Engine Speed,651.750
1385746955.773969,EEC1,61444,Engine Speed,651.750
1385746955.783985,EEC1,61444,Engine Speed,651.250
1385746955.793964,EEC1,61444,Engine Speed,651.250
1385746955.803976,EEC1,61444,Engine Speed,651.250
1385746955.813972,EEC1,61444,Engine Speed,650.500
1385746955.823991,EEC1,61444,Engine Speed,650.500
1385746955.833971,EEC1,61444,Engine Speed,650.500
1385746955.842925,EEC1,61444,Engine Speed,650.750
1385746955.853964,EEC1,61444,Engine Speed,650.750
1385746955.863977,EEC1,61444,Engine Speed,650.750
1385746955.874925,EEC1,61444,Engine Speed,650.750
1385746955.883978,EEC1,61444,Engine Speed,650.750
1385746955.893968,EEC1,61444,Engine Speed,650.750
1385746955.903981,EEC1,61444,Engine Speed,650.750
1385746955.914924,EEC1,61444,Engine Speed,650.750
1385746955.923979,EEC1,61444,Engine Speed,650.750
1385746955.933967,EEC1,61444,Engine Speed,650.750
1385746955.942931,EEC1,61444,Engine Speed,652.000
1385746955.953975,EEC1,61444,Engine Speed,652.000
1385746955.963985,EEC1,61444,Engine Speed,652.000
1385746955.973981,EEC1,61444,Engine Speed,651.500
1385746955.983985,EEC1,61444,Engine Speed,651.500
1385746955.993981,EEC1,61444,Engine Speed,651.500
1385746956.004094,EEC1,61444,Engine Speed,650.750
1385746956.013999,EEC1,61444,Engine Speed,650.750
1385746956.024016,EEC1,61444,Engine Speed,650.750
1385746956.034004,EEC1,61444,Engine Speed,651.000
1385746956.044031,EEC1,61444,Engine Speed,651.000
1385746956.054003,EEC1,61444,Engine Speed,651.000
1385746956.064025,EEC1,61444,Engine Speed,651.000
1385746956.074025,EEC1,61444,Engine Speed,651.000
1385746956.084013,EEC1,61444,Engine Speed,651.000
1385746956.093996,EEC1,61444,Engine Speed,650.500
1385746956.104014,EEC1,61444,Engine Speed,650.500
1385746956.113997,EEC1,61444,Engine Speed,650.500
1385746956.124012,EEC1,61444,Engine Speed,651.750
1385746956.133998,EEC1,61444,Engine Speed,651.750
1385746956.144008,EEC1,61444,Engine Speed,651.750
1385746956.153999,EEC1,61444,Engine Speed,651.750
1385746956.164008,EEC1,61444,Engine Speed,651.750
1385746956.173996,EEC1,61444,Engine Speed,651.750
1385746956.184011,EEC1,61444,Engine Speed,651.250
1385746956.194959,EEC1,61444,Engine Speed,651.250
1385746956.204012,EEC1,61444,Engine Speed,651.250
1385746956.214962,EEC1,61444,Engine Speed,651.000
1385746956.224011,EEC1,61444,Engine Speed,651.000
1385746956.234958,EEC1,61444,Engine Speed,651.000
1385746956.242948,EEC1,61444,Engine Speed,651.000
1385746956.253997,EEC1,61444,Engine Speed,651.000
1385746956.264009,EEC1,61444,Engine Speed,651.000
1385746956.273992,EEC1,61444,Engine Speed,650.500
1385746956.284008,EEC1,61444,Engine Speed,650.500
1385746956.293953,EEC1,61444,Engine Speed,650.500
1385746956.304003,EEC1,61444,Engine Speed,651.500
1385746956.313999,EEC1,61444,Engine Speed,651.500
1385746956.324010,EEC1,61444,Engine Speed,651.500
1385746956.334955,EEC1,61444,Engine Speed,651.250
1385746956.342963,EEC1,61444,Engine Speed,651.250
1385746956.353994,EEC1,61444,Engine Speed,651.250
1385746956.364005,EEC1,61444,Engine Speed,651.250
1385746956.373993,EEC1,61444,Engine Speed,651.000
1385746956.384010,EEC1,61444,Engine Speed,651.000
1385746956.394952,EEC1,61444,Engine Speed,651.000
1385746956.404005,EEC1,61444,Engine Speed,651.000
1385746956.414021,EEC1,61444,Engine Speed,651.000
1385746956.424011,EEC1,61444,Engine Speed,651.000
1385746956.433998,EEC1,61444,Engine Speed,651.500
1385746956.443999,EEC1,61444,Engine Speed,651.500
1385746956.454959,EEC1,61444,Engine Speed,651.500
1385746956.464009,EEC1,61444,Engine Speed,650.500
1385746956.474009,EEC1,61444,Engine Speed,650.500
1385746956.484002,EEC1,61444,Engine Speed,650.500
1385746956.493985,EEC1,61444,Engine Speed,651.500
1385746956.504001,EEC1,61444,Engine Speed,651.500
1385746956.514285,EEC1,61444,Engine Speed,651.500
1385746956.524004,EEC1,61444,Engine Speed,651.000
1385746956.534956,EEC1,61444,Engine Speed,651.000
1385746956.542952,EEC1,61444,Engine Speed,651.000
1385746956.554944,EEC1,61444,Engine Speed,650.750
1385746956.563998,EEC1,61444,Engine Speed,650.750
1385746956.573986,EEC1,61444,Engine Speed,650.750
1385746956.584001,EEC1,61444,Engine Speed,651.000
1385746956.593989,EEC1,61444,Engine Speed,651.000
1385746956.604003,EEC1,61444,Engine Speed,651.000
1385746956.614945,EEC1,61444,Engine Speed,651.500
1385746956.623996,EEC1,61444,Engine Speed,651.500
1385746956.633994,EEC1,61444,Engine Speed,651.500
1385746956.644001,EEC1,61444,Engine Speed,651.000
1385746956.653989,EEC1,61444,Engine Speed,651.000
1385746956.664001,EEC1,61444,Engine Speed,651.000
1385746956.673989,EEC1,61444,Engine Speed,652.000
1385746956.684001,EEC1,61444,Engine Speed,652.000
1385746956.693948,EEC1,61444,Engine Speed,652.000
1385746956.704012,EEC1,61444,Engine Speed,651.500
1385746956.713991,EEC1,61444,Engine Speed,651.500
1385746956.724011,EEC1,61444,Engine Speed,651.500
1385746956.733991,EEC1,61444,Engine Speed,650.500
1385746956.742943,EEC1,61444,Engine Speed,650.500
1385746956.753986,EEC1,61444,Engine Speed,650.500
1385746956.764938,EEC1,61444,Engine Speed,651.000
1385746956.775009,EEC1,61444,Engine Speed,651.000
1385746956.783998,EEC1,61444,Engine Speed,651.000
1385746956.793984,EEC1,61444,Engine Speed,651.000
1385746956.803999,EEC1,61444,Engine Speed,651.000
1385746956.813983,EEC1,61444,Engine Speed,651.000
1385746956.823994,EEC1,61444,Engine Speed,651.000
1385746956.833987,EEC1,61444,Engine Speed,650.500
1385746956.843999,EEC1,61444,Engine Speed,650.500
1385746956.854942,EEC1,61444,Engine Speed,650.500
1385746956.863993,EEC1,61444,Engine Speed,652.000
1385746956.874946,EEC1,61444,Engine Speed,652.000
1385746956.883996,EEC1,61444,Engine Speed,652.000
1385746956.893979,EEC1,61444,Engine Speed,651.750
1385746956.903994,EEC1,61444,Engine Speed,651.750
1385746956.914935,EEC1,61444,Engine Speed,651.750
1385746956.923995,EEC1,61444,Engine Speed,651.250
1385746956.933982,EEC1,61444,Engine Speed,651.250
1385746956.942934,EEC1,61444,Engine Speed,651.250
1385746956.953985,EEC1,61444,Engine Speed,651.500
1385746956.963997,EEC1,61444,Engine Speed,651.500
1385746956.973985,EEC1,61444,Engine Speed,651.500
1385746956.983989,EEC1,61444,Engine Speed,651.750
1385746956.993975,EEC1,61444,Engine Speed,651.750
1385746957.003508,EEC1,61444,Engine Speed,651.750
1385746957.013437,EEC1,61444,Engine Speed,651.250
1385746957.023448,EEC1,61444,Engine Speed,651.250
1385746957.034396,EEC1,61444,Engine Speed,651.250
1385746957.042382,EEC1,61444,Engine Speed,652.250
1385746957.054383,EEC1,61444,Engine Speed,652.250
1385746957.063443,EEC1,61444,Engine Speed,652.250
1385746957.073439,EEC1,61444,Engine Speed,652.000
1385746957.083451,EEC1,61444,Engine Speed,652.000
1385746957.093437,EEC1,61444,Engine Speed,652.000
1385746957.104390,EEC1,61444,Engine Speed,651.750
1385746957.113389,EEC1,61444,Engine Speed,651.750
1385746957.123444,EEC1,61444,Engine Speed,651.750
1385746957.133464,EEC1,61444,Engine Speed,652.000
1385746957.143449,EEC1,61444,Engine Speed,652.000
1385746957.153447,EEC1,61444,Engine Speed,652.000
1385746957.163452,EEC1,61444,Engine Speed,651.500
1385746957.173450,EEC1,61444,Engine Speed,651.500
1385746957.183446,EEC1,61444,Engine Speed,651.500
1385746957.194393,EEC1,61444,Engine Speed,651.500
1385746957.203449,EEC1,61444,Engine Speed,651.500
1385746957.215445,EEC1,61444,Engine Speed,651.500
1385746957.223450,EEC1,61444,Engine Speed,651.500
1385746957.233426,EEC1,61444,Engine Speed,652.250
1385746957.243440,EEC1,61444,Engine Speed,652.250
1385746957.253433,EEC1,61444,Engine Speed,652.250
1385746957.263443,EEC1,61444,Engine Speed,652.500
1385746957.274391,EEC1,61444,Engine Speed,652.500
1385746957.283442,EEC1,61444,Engine Speed,652.500
1385746957.293431,EEC1,61444,Engine Speed,651.250
1385746957.303438,EEC1,61444,Engine Speed,651.250
1385746957.314386,EEC1,61444,Engine Speed,651.250
1385746957.323442,EEC1,61444,Engine Speed,651.250
1385746957.333427,EEC1,61444,Engine Speed,651.250
1385746957.343442,EEC1,61444,Engine Speed,651.250
1385746957.353426,EEC1,61444,Engine Speed,651.250
1385746957.363441,EEC1,61444,Engine Speed,651.250
1385746957.373424,EEC1,61444,Engine Speed,651.250
1385746957.383437,EEC1,61444,Engine Speed,650.750
1385746957.393420,EEC1,61444,Engine Speed,650.750
1385746957.403439,EEC1,61444,Engine Speed,650.750
1385746957.413420,EEC1,61444,Engine Speed,651.750
1385746957.423444,EEC1,61444,Engine Speed,651.750
1385746957.434592,EEC1,61444,Engine Speed,651.750
1385746957.442392,EEC1,61444,Engine Speed,651.500
1385746957.454383,EEC1,61444,Engine Speed,651.500
1385746957.463443,EEC1,61444,Engine Speed,651.500
1385746957.473427,EEC1,61444,Engine Speed,651.000
1385746957.483439,EEC1,61444,Engine Speed,651.000
1385746957.493427,EEC1,61444,Engine Speed,651.000
1385746957.503437,EEC1,61444,Engine Speed,651.250
1385746957.513381,EEC1,61444,Engine Speed,651.250
1385746957.523438,EEC1,61444,Engine Speed,651.250
1385746957.533425,EEC1,61444,Engine Speed,651.250
1385746957.543437,EEC1,61444,Engine Speed,651.250
1385746957.553424,EEC1,61444,Engine Speed,651.250
1385746957.563432,EEC1,61444,Engine Speed,650.750
1385746957.573420,EEC1,61444,Engine Speed,650.750
1385746957.583430,EEC1,61444,Engine Speed,650.750
1385746957.593419,EEC1,61444,Engine Speed,651.750
1385746957.603429,EEC1,61444,Engine Speed,651.750
1385746957.613418,EEC1,61444,Engine Speed,651.750
1385746957.623437,EEC1,61444,Engine Speed,651.500
1385746957.633425,EEC1,61444,Engine Speed,651.500
1385746957.644382,EEC1,61444,Engine Speed,651.500
1385746957.653421,EEC1,61444,Engine Speed,651.000
1385746957.663433,EEC1,61444,Engine Speed,651.000
1385746957.673422,EEC1,61444,Engine Speed,651.000
1385746957.683436,EEC1,61444,Engine Speed,651.000
1385746957.693420,EEC1,61444,Engine Speed,651.250
1385746957.704374,EEC1,61444,Engine Speed,651.250
1385746957.714376,EEC1,61444,Engine Speed,651.250
1385746957.723431,EEC1,61444,Engine Speed,651.250
1385746957.733419,EEC1,61444,Engine Speed,651.250
1385746957.743431,EEC1,61444,Engine Speed,651.250
1385746957.753421,EEC1,61444,Engine Speed,650.500
1385746957.764378,EEC1,61444,Engine Speed,650.500
1385746957.773413,EEC1,61444,Engine Speed,650.500
1385746957.783420,EEC1,61444,Engine Speed,651.750
1385746957.793428,EEC1,61444,Engine Speed,651.750
1385746957.803423,EEC1,61444,Engine Speed,651.750
1385746957.813424,EEC1,61444,Engine Speed,651.500
1385746957.824378,EEC1,61444,Engine Speed,651.500
1385746957.833419,EEC1,61444,Engine Speed,651.500
1385746957.842366,EEC1,61444,Engine Speed,651.000
1385746957.855426,EEC1,61444,Engine Speed,651.000
1385746957.863426,EEC1,61444,Engine Speed,651.000
1385746957.874374,EEC1,61444,Engine Speed,651.500
1385746957.883429,EEC1,61444,Engine Speed,651.500
1385746957.893417,EEC1,61444,Engine Speed,651.500
1385746957.903422,EEC1,61444,Engine Speed,650.750
1385746957.914397,EEC1,61444,Engine Speed,650.750
1385746957.923421,EEC1,61444,Engine Speed,650.750
1385746957.933369,EEC1,61444,Engine Speed,650.750
1385746957.943425,EEC1,61444,Engine Speed,650.750
1385746957.953408,EEC1,61444,Engine Speed,650.750
1385746957.963434,EEC1,61444,Engine Speed,651.500
1385746957.973415,EEC1,61444,Engine Speed,651.500
1385746957.983427,EEC1,61444,Engine Speed,651.500
1385746957.993415,EEC1,61444,Engine Speed,651.500
1385746958.003508,EEC1,61444,Engine Speed,651.500
1385746958.013444,EEC1,61444,Engine Speed,651.500
1385746958.023451,EEC1,61444,Engine Speed,651.000
1385746958.033440,EEC1,61444,Engine Speed,651.000
1385746958.043455,EEC1,61444,Engine Speed,651.000
1385746958.054398,EEC1,61444,Engine Speed,651.500
1385746958.063453,EEC1,61444,Engine Speed,651.500
1385746958.073447,EEC1,61444,Engine Speed,651.500
1385746958.083454,EEC1,61444,Engine Speed,651.500
1385746958.093442,EEC1,61444,Engine Speed,651.500
1385746958.103452,EEC1,61444,Engine Speed,651.500
1385746958.113441,EEC1,61444,Engine Speed,651.500
1385746958.123456,EEC1,61444,Engine Speed,651.000
1385746958.133436,EEC1,61444,Engine Speed,651.000
1385746958.144393,EEC1,61444,Engine Speed,651.000
1385746958.153439,EEC1,61444,Engine Speed,652.000
1385746958.163496,EEC1,61444,Engine Speed,652.000
1385746958.173435,EEC1,61444,Engine Speed,652.000
1385746958.183450,EEC1,61444,Engine Speed,652.250
1385746958.193434,EEC1,61444,Engine Speed,652.250
1385746958.204394,EEC1,61444,Engine Speed,652.250
1385746958.213433,EEC1,61444,Engine Speed,651.750
1385746958.223450,EEC1,61444,Engine Speed,651.750
1385746958.233428,EEC1,61444,Engine Speed,651.750
1385746958.242384,EEC1,61444,Engine Speed,651.750
1385746958.253458,EEC1,61444,Engine Speed,651.750
1385746958.264393,EEC1,61444,Engine Speed,651.750
1385746958.273439,EEC1,61444,Engine Speed,652.000
1385746958.283446,EEC1,61444,Engine Speed,652.000
1385746958.293430,EEC1,61444,Engine Speed,652.000
1385746958.303442,EEC1,61444,Engine Speed,651.250
