Time,PGN,SPN,Value
1385747006.322846,EEC1,61444,Engine Speed,650.500
1385747006.333770,EEC1,61444,Engine Speed,650.250
1385747006.342822,EEC1,61444,Engine Speed,650.250
1385747006.352808,EEC1,61444,Engine Speed,650.250
1385747006.362821,EEC1,61444,Engine Speed,649.750
1385747006.372812,EEC1,61444,Engine Speed,649.750
1385747006.382831,EEC1,61444,Engine Speed,649.750
1385747006.393772,EEC1,61444,Engine Speed,650.250
1385747006.402824,EEC1,61444,Engine Speed,650.250
1385747006.412808,EEC1,61444,Engine Speed,650.250
1385747006.422835,EEC1,61444,Engine Speed,649.750
1385747006.432808,EEC1,61444,Engine Speed,649.750
1385747006.442830,EEC1,61444,Engine Speed,649.750
1385747006.453778,EEC1,61444,Engine Speed,649.500
1385747006.462858,EEC1,61444,Engine Speed,649.500
1385747006.472815,EEC1,61444,Engine Speed,649.500
1385747006.482829,EEC1,61444,Engine Speed,650.500
1385747006.492808,EEC1,61444,Engine Speed,650.500
1385747006.503765,EEC1,61444,Engine Speed,650.500
1385747006.512807,EEC1,61444,Engine Speed,650.500
1385747006.522819,EEC1,61444,Engine Speed,650.000
1385747006.532813,EEC1,61444,Engine Speed,650.000
1385747006.542824,EEC1,61444,Engine Speed,650.000
1385747006.552811,EEC1,61444,Engine Speed,649.000
1385747006.562868,EEC1,61444,Engine Speed,649.000
1385747006.572812,EEC1,61444,Engine Speed,649.000
1385747006.582827,EEC1,61444,Engine Speed,649.250
1385747006.592818,EEC1,61444,Engine Speed,649.250
1385747006.602821,EEC1,61444,Engine Speed,649.250
1385747006.613774,EEC1,61444,Engine Speed,649.500
1385747006.622833,EEC1,61444,Engine Speed,649.500
1385747006.632813,EEC1,61444,Engine Speed,649.500
1385747006.641752,EEC1,61444,Engine Speed,649.250
1385747006.653759,EEC1,61444,Engine Speed,649.250
1385747006.662813,EEC1,61444,Engine Speed,649.250
1385747006.672804,EEC1,61444,Engine Speed,650.000
1385747006.682823,EEC1,61444,Engine Speed,650.000
1385747006.692764,EEC1,61444,Engine Speed,650.000
1385747006.702831,EEC1,61444,Engine Speed,650.000
1385747006.712802,EEC1,61444,Engine Speed,650.000
1385747006.722814,EEC1,61444,Engine Speed,650.000
1385747006.732807,EEC1,61444,Engine Speed,649.500
1385747006.742834,EEC1,61444,Engine Speed,649.500
1385747006.752804,EEC1,61444,Engine Speed,649.500
1385747006.762834,EEC1,61444,Engine Speed,649.750
1385747006.772798,EEC1,61444,Engine Speed,649.750
1385747006.782812,EEC1,61444,Engine Speed,649.750
1385747006.792796,EEC1,61444,Engine Speed,649.750
1385747006.802872,EEC1,61444,Engine Speed,649.750
1385747006.812797,EEC1,61444,Engine Speed,649.750
1385747006.822811,EEC1,61444,Engine Speed,649.750
1385747006.832796,EEC1,61444,Engine Speed,649.750
1385747006.842808,EEC1,61444,Engine Speed,649.750
1385747006.852796,EEC1,61444,Engine Speed,650.750
1385747006.862898,EEC1,61444,Engine Speed,650.750
1385747006.873767,EEC1,61444,Engine Speed,650.750
1385747006.882827,EEC1,61444,Engine Speed,650.750
1385747006.892800,EEC1,61444,Engine Speed,650.750
1385747006.902825,EEC1,61444,Engine Speed,650.750
1385747006.913758,EEC1,61444,Engine Speed,650.750
1385747006.922809,EEC1,61444,Engine Speed,650.250
1385747006.932796,EEC1,61444,Engine Speed,650.250
1385747006.942808,EEC1,61444,Engine Speed,650.250
1385747006.952792,EEC1,61444,Engine Speed,650.250
1385747006.962808,EEC1,61444,Engine Speed,650.250
1385747006.972794,EEC1,61444,Engine Speed,650.250
1385747006.982811,EEC1,61444,Engine Speed,650.000
1385747006.992799,EEC1,61444,Engine Speed,650.000
1385747007.002946,EEC1,61444,Engine Speed,650.000
1385747007.012817,EEC1,61444,Engine Speed,649.750
1385747007.022834,EEC1,61444,Engine Speed,649.750
1385747007.032817,EEC1,61444,Engine Speed,649.750
1385747007.042828,EEC1,61444,Engine Speed,650.750
1385747007.052848,EEC1,61444,Engine Speed,650.750
1385747007.063128,EEC1,61444,Engine Speed,650.750
1385747007.072820,EEC1,61444,Engine Speed,650.000
1385747007.082836,EEC1,61444,Engine Speed,650.000
1385747007.092823,EEC1,61444,Engine Speed,650.000
1385747007.102828,EEC1,61444,Engine Speed,649.250
1385747007.113775,EEC1,61444,Engine Speed,649.250
1385747007.122847,EEC1,61444,Engine Speed,649.250
1385747007.132815,EEC1,61444,Engine Speed,649.250
1385747007.142827,EEC1,61444,Engine Speed,649.250
1385747007.152818,EEC1,61444,Engine Speed,649.250
1385747007.162845,EEC1,61444,Engine Speed,649.250
1385747007.172814,EEC1,61444,Engine Speed,649.250
1385747007.182824,EEC1,61444,Engine Speed,649.250
1385747007.192812,EEC1,61444,Engine Speed,649.250
1385747007.202839,EEC1,61444,Engine Speed,649.250
1385747007.213772,EEC1,61444,Engine Speed,649.250
1385747007.222853,EEC1,61444,Engine Speed,650.750
1385747007.232816,EEC1,61444,Engine Speed,650.750
1385747007.242843,EEC1,61444,Engine Speed,650.750
1385747007.252814,EEC1,61444,Engine Speed,650.250
1385747007.262883,EEC1,61444,Engine Speed,650.250
1385747007.273767,EEC1,61444,Engine Speed,650.250
1385747007.282837,EEC1,61444,Engine Speed,649.750
1385747007.292811,EEC1,61444,Engine Speed,649.750
1385747007.302838,EEC1,61444,Engine Speed,649.750
1385747007.312809,EEC1,61444,Engine Speed,649.750
1385747007.322821,EEC1,61444,Engine Speed,649.750
1385747007.332811,EEC1,61444,Engine Speed,649.750
1385747007.342823,EEC1,61444,Engine Speed,649.750
1385747007.352812,EEC1,61444,Engine Speed,650.000
1385747007.362844,EEC1,61444,Engine Speed,650.000
1385747007.372810,EEC1,61444,Engine Speed,650.000
1385747007.382830,EEC1,61444,Engine Speed,649.500
1385747007.392818,EEC1,61444,Engine Speed,649.500
1385747007.402831,EEC1,61444,Engine Speed,649.500
1385747007.412821,EEC1,61444,Engine Speed,650.500
1385747007.422833,EEC1,61444,Engine Speed,650.500
1385747007.433768,EEC1,61444,Engine Speed,650.500
1385747007.441766,EEC1,61444,Engine Speed,649.750
1385747007.453770,EEC1,61444,Engine Speed,649.750
1385747007.462820,EEC1,61444,Engine Speed,649.750
1385747007.472809,EEC1,61444,Engine Speed,649.250
1385747007.482831,EEC1,61444,Engine Speed,649.250
1385747007.492808,EEC1,61444,Engine Speed,649.250
1385747007.502838,EEC1,61444,Engine Speed,649.500
1385747007.512769,EEC1,61444,Engine Speed,649.500
1385747007.522826,EEC1,61444,Engine Speed,649.500
1385747007.532812,EEC1,61444,Engine Speed,649.500
1385747007.542840,EEC1,61444,Engine Speed,649.500
1385747007.552814,EEC1,61444,Engine Speed,649.500
1385747007.562820,EEC1,61444,Engine Speed,649.250
1385747007.572806,EEC1,61444,Engine Speed,649.250
1385747007.582821,EEC1,61444,Engine Speed,649.250
1385747007.592806,EEC1,61444,Engine Speed,650.000
1385747007.602883,EEC1,61444,Engine Speed,650.000
1385747007.612805,EEC1,61444,Engine Speed,650.000
1385747007.622823,EEC1,61444,Engine Speed,649.500
1385747007.632810,EEC1,61444,Engine Speed,649.500
1385747007.642825,EEC1,61444,Engine Speed,649.500
1385747007.653765,EEC1,61444,Engine Speed,649.250
1385747007.662949,EEC1,61444,Engine Speed,649.250
1385747007.672805,EEC1,61444,Engine Speed,649.250
1385747007.682821,EEC1,61444,Engine Speed,649.000
1385747007.692807,EEC1,61444,Engine Speed,649.000
1385747007.703764,EEC1,61444,Engine Speed,649.000
1385747007.712808,EEC1,61444,Engine Speed,649.000
1385747007.722818,EEC1,61444,Engine Speed,649.500
1385747007.732806,EEC1,61444,Engine Speed,649.500
1385747007.742818,EEC1,61444,Engine Speed,649.500
1385747007.752798,EEC1,61444,Engine Speed,649.750
1385747007.763758,EEC1,61444,Engine Speed,649.750
1385747007.772800,EEC1,61444,Engine Speed,649.750
1385747007.782812,EEC1,61444,Engine Speed,650.750
1385747007.792801,EEC1,61444,Engine Speed,650.750
1385747007.802816,EEC1,61444,Engine Speed,650.750
1385747007.812797,EEC1,61444,Engine Speed,650.250
1385747007.823756,EEC1,61444,Engine Speed,650.250
1385747007.832800,EEC1,61444,Engine Speed,650.250
1385747007.841754,EEC1,61444,Engine Speed,650.000
1385747007.852800,EEC1,61444,Engine Speed,650.000
1385747007.862813,EEC1,61444,Engine Speed,650.000
1385747007.873753,EEC1,61444,Engine Speed,650.250
1385747007.882821,EEC1,61444,Engine Speed,650.250
1385747007.892795,EEC1,61444,Engine Speed,650.250
1385747007.902812,EEC1,61444,Engine Speed,650.000
1385747007.912800,EEC1,61444,Engine Speed,650.000
1385747007.922812,EEC1,61444,Engine Speed,650.000
1385747007.932753,EEC1,61444,Engine Speed,649.750
1385747007.942820,EEC1,61444,Engine Speed,649.750
1385747007.952796,EEC1,61444,Engine Speed,649.750
1385747007.962838,EEC1,61444,Engine Speed,650.500
1385747007.972799,EEC1,61444,Engine Speed,650.500
1385747007.982811,EEC1,61444,Engine Speed,650.500
1385747007.992793,EEC1,61444,Engine Speed,650.250
1385747008.002934,EEC1,61444,Engine Speed,650.250
1385747008.012834,EEC1,61444,Engine Speed,650.250
1385747008.022843,EEC1,61444,Engine Speed,649.500
1385747008.032838,EEC1,61444,Engine Speed,649.500
1385747008.042846,EEC1,61444,Engine Speed,649.500
1385747008.052833,EEC1,61444,Engine Speed,649.500
1385747008.062973,EEC1,61444,Engine Speed,649.500
1385747008.072831,EEC1,61444,Engine Speed,649.500
1385747008.082835,EEC1,61444,Engine Speed,649.250
1385747008.092824,EEC1,61444,Engine Speed,649.250
1385747008.102836,EEC1,61444,Engine Speed,649.250
1385747008.113796,EEC1,61444,Engine Speed,649.250
1385747008.122842,EEC1,61444,Engine Speed,648.750
1385747008.132830,EEC1,61444,Engine Speed,648.750
1385747008.142842,EEC1,61444,Engine Speed,648.750
1385747008.152831,EEC1,61444,Engine Speed,650.000
1385747008.162845,EEC1,61444,Engine Speed,650.000
1385747008.172826,EEC1,61444,Engine Speed,650.000
1385747008.182836,EEC1,61444,Engine Speed,649.750
1385747008.192820,EEC1,61444,Engine Speed,649.750
1385747008.202832,EEC1,61444,Engine Speed,649.750
1385747008.212828,EEC1,61444,Engine Speed,649.500
1385747008.222855,EEC1,61444,Engine Speed,649.500
1385747008.232828,EEC1,61444,Engine Speed,649.500
1385747008.242833,EEC1,61444,Engine Speed,649.750
1385747008.252818,EEC1,61444,Engine Speed,649.750
1385747008.263778,EEC1,61444,Engine Speed,649.750
1385747008.272822,EEC1,61444,Engine Speed,650.000
1385747008.282835,EEC1,61444,Engine Speed,650.000
1385747008.292826,EEC1,61444,Engine Speed,650.000
1385747008.302829,EEC1,61444,Engine Speed,650.250
1385747008.313786,EEC1,61444,Engine Speed,650.250
1385747008.322829,EEC1,61444,Engine Speed,650.250
1385747008.332819,EEC1,61444,Engine Speed,651.500
1385747008.342844,EEC1,61444,Engine Speed,651.500
1385747008.352783,EEC1,61444,Engine Speed,651.500
1385747008.362853,EEC1,61444,Engine Speed,651.000
1385747008.373788,EEC1,61444,Engine Speed,651.000
1385747008.382836,EEC1,61444,Engine Speed,651.000
1385747008.392819,EEC1,61444,Engine Speed,650.000
1385747008.402891,EEC1,61444,Engine Speed,650.000
1385747008.412819,EEC1,61444,Engine Speed,650.000
1385747008.422854,EEC1,61444,Engine Speed,650.250
1385747008.432815,EEC1,61444,Engine Speed,650.250
1385747008.442829,EEC1,61444,Engine Speed,650.250
1385747008.453774,EEC1,61444,Engine Speed,650.250
1385747008.462931,EEC1,61444,Engine Speed,650.250
1385747008.472813,EEC1,61444,Engine Speed,650.250
1385747008.483773,EEC1,61444,Engine Speed,649.750
1385747008.492814,EEC1,61444,Engine Speed,649.750
1385747008.502837,EEC1,61444,Engine Speed,649.750
1385747008.512813,EEC1,61444,Engine Speed,649.750
1385747008.522823,EEC1,61444,Engine Speed,650.750
1385747008.533778,EEC1,61444,Engine Speed,650.750
1385747008.542827,EEC1,61444,Engine Speed,650.750
1385747008.552826,EEC1,61444,Engine Speed,650.000
1385747008.562871,EEC1,61444,Engine Speed,650.000
1385747008.572815,EEC1,61444,Engine Speed,650.000
1385747008.582821,EEC1,61444,Engine Speed,649.250
1385747008.593770,EEC1,61444,Engine Speed,649.250
1385747008.602821,EEC1,61444,Engine Speed,649.250
1385747008.612817,EEC1,61444,Engine Speed,648.750
1385747008.622840,EEC1,61444,Engine Speed,648.750
1385747008.632817,EEC1,61444,Engine Speed,648.750
1385747008.641777,EEC1,61444,Engine Speed,649.250
1385747008.653765,EEC1,61444,Engine Speed,649.250
1385747008.662820,EEC1,61444,Engine Speed,649.250
1385747008.672807,EEC1,61444,Engine Speed,648.250
1385747008.682823,EEC1,61444,Engine Speed,648.250
1385747008.692810,EEC1,61444,Engine Speed,648.250
1385747008.702829,EEC1,61444,Engine Speed,649.500
1385747008.712815,EEC1,61444,Engine Speed,649.500
1385747008.722833,EEC1,61444,Engine Speed,649.500
1385747008.732820,EEC1,61444,Engine Speed,649.000
1385747008.742830,EEC1,61444,Engine Speed,649.000
1385747008.752774,EEC1,61444,Engine Speed,649.000
1385747008.762826,EEC1,61444,Engine Speed,648.750
1385747008.772812,EEC1,61444,Engine Speed,648.750
1385747008.782824,EEC1,61444,Engine Speed,648.750
1385747008.792815,EEC1,61444,Engine Speed,649.000
1385747008.802827,EEC1,61444,Engine Speed,649.000
1385747008.812815,EEC1,61444,Engine Speed,649.000
1385747008.822827,EEC1,61444,Engine Speed,649.500
1385747008.832815,EEC1,61444,Engine Speed,649.500
1385747008.842827,EEC1,61444,Engine Speed,649.500
1385747008.852813,EEC1,61444,Engine Speed,649.500
1385747008.863768,EEC1,61444,Engine Speed,649.500
1385747008.873770,EEC1,61444,Engine Speed,649.500
1385747008.882829,EEC1,61444,Engine Speed,650.500
1385747008.892808,EEC1,61444,Engine Speed,650.500
1385747008.902820,EEC1,61444,Engine Speed,650.500
1385747008.913763,EEC1,61444,Engine Speed,650.500
1385747008.922816,EEC1,61444,Engine Speed,650.250
1385747008.932804,EEC1,61444,Engine Speed,650.250
1385747008.942818,EEC1,61444,Engine Speed,650.250
1385747008.952806,EEC1,61444,Engine Speed,649.750
1385747008.962818,EEC1,61444,Engine Speed,649.750
1385747008.972802,EEC1,61444,Engine Speed,649.750
1385747008.982821,EEC1,61444,Engine Speed,649.500
1385747008.992809,EEC1,61444,Engine Speed,649.500
1385747009.002954,EEC1,61444,Engine Speed,649.500
1385747009.012838,EEC1,61444,Engine Speed,649.250
1385747009.022852,EEC1,61444,Engine Speed,649.250
1385747009.032836,EEC1,61444,Engine Speed,649.250
1385747009.042848,EEC1,61444,Engine Speed,649.250
1385747009.052834,EEC1,61444,Engine Speed,649.250
1385747009.062847,EEC1,61444,Engine Speed,649.250
1385747009.072837,EEC1,61444,Engine Speed,650.250
1385747009.082849,EEC1,61444,Engine Speed,650.250
1385747009.092835,EEC1,61444,Engine Speed,650.250
1385747009.102850,EEC1,61444,Engine Speed,649.750
1385747009.113800,EEC1,61444,Engine Speed,649.750
1385747009.122854,EEC1,61444,Engine Speed,649.750
1385747009.132841,EEC1,61444,Engine Speed,648.500
1385747009.142854,EEC1,61444,Engine Speed,648.500
1385747009.152845,EEC1,61444,Engine Speed,648.500
1385747009.162852,EEC1,61444,Engine Speed,648.750
1385747009.172843,EEC1,61444,Engine Speed,648.750
1385747009.182853,EEC1,61444,Engine Speed,648.750
1385747009.192844,EEC1,61444,Engine Speed,648.500
1385747009.202859,EEC1,61444,Engine Speed,648.500
1385747009.212843,EEC1,61444,Engine Speed,648.500
1385747009.222848,EEC1,61444,Engine Speed,648.250
1385747009.232835,EEC1,61444,Engine Speed,648.250
1385747009.242849,EEC1,61444,Engine Speed,648.250
1385747009.252838,EEC1,61444,Engine Speed,649.500
1385747009.262855,EEC1,61444,Engine Speed,649.500
1385747009.272841,EEC1,61444,Engine Speed,649.500
1385747009.282853,EEC1,61444,Engine Speed,649.500
1385747009.292837,EEC1,61444,Engine Speed,650.000
1385747009.302849,EEC1,61444,Engine Speed,650.000
1385747009.312837,EEC1,61444,Engine Speed,650.000
1385747009.322849,EEC1,61444,Engine Speed,649.750
1385747009.332832,EEC1,61444,Engine Speed,649.750
1385747009.342848,EEC1,61444,Engine Speed,649.750
1385747009.352834,EEC1,61444,Engine Speed,649.750
1385747009.362850,EEC1,61444,Engine Speed,649.750
1385747009.372834,EEC1,61444,Engine Speed,649.750
1385747009.382846,EEC1,61444,Engine Speed,649.750
1385747009.392829,EEC1,61444,Engine Speed,649.750
1385747009.402841,EEC1,61444,Engine Speed,649.750
1385747009.413786,EEC1,61444,Engine Speed,649.250
1385747009.422842,EEC1,61444,Engine Speed,649.250
1385747009.433112,EEC1,61444,Engine Speed,649.250
1385747009.441796,EEC1,61444,Engine Speed,650.500
1385747009.453791,EEC1,61444,Engine Speed,650.500
1385747009.462844,EEC1,61444,Engine Speed,650.500
1385747009.473780,EEC1,61444,Engine Speed,650.500
1385747009.482843,EEC1,61444,Engine Speed,650.500
1385747009.492831,EEC1,61444,Engine Speed,650.500
1385747009.502844,EEC1,61444,Engine Speed,650.000
1385747009.512832,EEC1,61444,Engine Speed,650.000
1385747009.522842,EEC1,61444,Engine Speed,650.000
1385747009.532831,EEC1,61444,Engine Speed,650.000
1385747009.542841,EEC1,61444,Engine Speed,650.000
1385747009.552831,EEC1,61444,Engine Speed,650.000
1385747009.562841,EEC1,61444,Engine Speed,650.000
1385747009.572829,EEC1,61444,Engine Speed,650.000
1385747009.582842,EEC1,61444,Engine Speed,650.000
1385747009.592828,EEC1,61444,Engine Speed,649.750
1385747009.602841,EEC1,61444,Engine Speed,649.750
1385747009.613784,EEC1,61444,Engine Speed,649.750
1385747009.622840,EEC1,61444,Engine Speed,650.750
1385747009.633776,EEC1,61444,Engine Speed,650.750
1385747009.642836,EEC1,61444,Engine Speed,650.750
1385747009.653791,EEC1,61444,Engine Speed,650.250
1385747009.662839,EEC1,61444,Engine Speed,650.250
1385747009.672823,EEC1,61444,Engine Speed,650.250
1385747009.682837,EEC1,61444,Engine Speed,649.000
1385747009.693786,EEC1,61444,Engine Speed,649.000
1385747009.702841,EEC1,61444,Engine Speed,649.000
1385747009.712830,EEC1,61444,Engine Speed,649.000
1385747009.722832,EEC1,61444,Engine Speed,649.250
1385747009.732820,EEC1,61444,Engine Speed,649.250
1385747009.742832,EEC1,61444,Engine Speed,649.250
1385747009.752818,EEC1,61444,Engine Speed,649.750
1385747009.762830,EEC1,61444,Engine Speed,649.750
1385747009.772821,EEC1,61444,Engine Speed,649.750
1385747009.782834,EEC1,61444,Engine Speed,649.500
1385747009.792826,EEC1,61444,Engine Speed,649.500
1385747009.802838,EEC1,61444,Engine Speed,649.500
1385747009.812816,EEC1,61444,Engine Speed,650.750
1385747009.822833,EEC1,61444,Engine Speed,650.750
1385747009.833040,EEC1,61444,Engine Speed,650.750
1385747009.841785,EEC1,61444,Engine Speed,650.500
1385747009.852821,EEC1,61444,Engine Speed,650.500
1385747009.862832,EEC1,61444,Engine Speed,650.500
1385747009.873776,EEC1,61444,Engine Speed,649.750
1385747009.882830,EEC1,61444,Engine Speed,649.750
1385747009.892819,EEC1,61444,Engine Speed,649.750
1385747009.902834,EEC1,61444,Engine Speed,649.750
1385747009.912817,EEC1,61444,Engine Speed,649.750
1385747009.922830,EEC1,61444,Engine Speed,649.750
1385747009.932818,EEC1,61444,Engine Speed,650.000
1385747009.942832,EEC1,61444,Engine Speed,650.000
1385747009.952820,EEC1,61444,Engine Speed,650.000
1385747009.962827,EEC1,61444,Engine Speed,650.000
1385747009.972776,EEC1,61444,Engine Speed,650.000
1385747009.982827,EEC1,61444,Engine Speed,650.000
1385747009.992816,EEC1,61444,Engine Speed,650.750
1385747010.002949,EEC1,61444,Engine Speed,650.750
1385747010.012833,EEC1,61444,Engine Speed,650.750
1385747010.022850,EEC1,61444,Engine Speed,650.250
1385747010.033793,EEC1,61444,Engine Speed,650.250
1385747010.042852,EEC1,61444,Engine Speed,650.250
1385747010.052836,EEC1,61444,Engine Speed,649.250
1385747010.062853,EEC1,61444,Engine Speed,649.250
1385747010.072831,EEC1,61444,Engine Speed,649.250
1385747010.082848,EEC1,61444,Engine Speed,649.250
1385747010.092832,EEC1,61444,Engine Speed,649.250
1385747010.102846,EEC1,61444,Engine Speed,649.250
1385747010.114843,EEC1,61444,Engine Speed,649.250
1385747010.122846,EEC1,61444,Engine Speed,649.250
1385747010.132831,EEC1,61444,Engine Speed,649.250
1385747010.142845,EEC1,61444,Engine Speed,649.250
1385747010.153794,EEC1,61444,Engine Speed,649.500
1385747010.162864,EEC1,61444,Engine Speed,649.500
1385747010.172840,EEC1,61444,Engine Speed,649.500
1385747010.182858,EEC1,61444,Engine Speed,650.500
1385747010.192838,EEC1,61444,Engine Speed,650.500
1385747010.202848,EEC1,61444,Engine Speed,650.500
1385747010.213801,EEC1,61444,Engine Speed,650.000
1385747010.222871,EEC1,61444,Engine Speed,650.000
1385747010.233107,EEC1,61444,Engine Speed,650.000
1385747010.242846,EEC1,61444,Engine Speed,649.250
1385747010.252830,EEC1,61444,Engine Speed,649.250
1385747010.262842,EEC1,61444,Engine Speed,649.250
1385747010.273787,EEC1,61444,Engine Speed,649.750
1385747010.282843,EEC1,61444,Engine Speed,649.750
1385747010.292849,EEC1,61444,Engine Speed,649.750
1385747010.302847,EEC1,61444,Engine Speed,649.500
1385747010.312838,EEC1,61444,Engine Speed,649.500
1385747010.322849,EEC1,61444,Engine Speed,649.500
1385747010.333790,EEC1,61444,Engine Speed,649.500
1385747010.342847,EEC1,61444,Engine Speed,649.500
1385747010.352849,EEC1,61444,Engine Speed,649.500
1385747010.362839,EEC1,61444,Engine Speed,650.250
1385747010.372827,EEC1,61444,Engine Speed,650.250
1385747010.382839,EEC1,61444,Engine Speed,650.250
1385747010.393787,EEC1,61444,Engine Speed,650.000
1385747010.402843,EEC1,61444,Engine Speed,650.000
1385747010.412842,EEC1,61444,Engine Speed,650.000
1385747010.422841,EEC1,61444,Engine Speed,649.000
1385747010.432894,EEC1,61444,Engine Speed,649.000
1385747010.442846,EEC1,61444,Engine Speed,649.000
1385747010.453789,EEC1,61444,Engine Speed,649.250
1385747010.462837,EEC1,61444,Engine Speed,649.250
1385747010.472838,EEC1,61444,Engine Speed,649.250
1385747010.482836,EEC1,61444,Engine Speed,649.250
1385747010.492836,EEC1,61444,Engine Speed,649.250
1385747010.502837,EEC1,61444,Engine Speed,649.250
1385747010.513780,EEC1,61444,Engine Speed,649.250
1385747010.522843,EEC1,61444,Engine Speed,649.000
1385747010.532876,EEC1,61444,Engine Speed,649.000
1385747010.542842,EEC1,61444,Engine Speed,649.000
1385747010.552839,EEC1,61444,Engine Speed,650.000
1385747010.562839,EEC1,61444,Engine Speed,650.000
1385747010.572825,EEC1,61444,Engine Speed,650.000
1385747010.582838,EEC1,61444,Engine Speed,649.500
1385747010.592828,EEC1,61444,Engine Speed,649.500
1385747010.602844,EEC1,61444,Engine Speed,649.500
1385747010.613784,EEC1,61444,Engine Speed,649.000
1385747010.622840,EEC1,61444,Engine Speed,649.000
1385747010.632828,EEC1,61444,Engine Speed,649.000
1385747010.641780,EEC1,61444,Engine Speed,649.000
1385747010.653788,EEC1,61444,Engine Speed,649.000
1385747010.662838,EEC1,61444,Engine Speed,649.000
1385747010.672819,EEC1,61444,Engine Speed,649.250
1385747010.682831,EEC1,61444,Engine Speed,649.250
1385747010.692822,EEC1,61444,Engine Speed,649.250
1385747010.702837,EEC1,61444,Engine Speed,649.000
1385747010.712826,EEC1,61444,Engine Speed,649.000
1385747010.722838,EEC1,61444,Engine Speed,649.000
1385747010.732816,EEC1,61444,Engine Speed,650.250
1385747010.742828,EEC1,61444,Engine Speed,650.250
1385747010.752816,EEC1,61444,Engine Speed,650.250
1385747010.762833,EEC1,61444,Engine Speed,649.750
1385747010.772821,EEC1,61444,Engine Speed,649.750
1385747010.782841,EEC1,61444,Engine Speed,649.750
1385747010.792776,EEC1,61444,Engine Speed,649.250
1385747010.802832,EEC1,61444,Engine Speed,649.250
1385747010.812816,EEC1,61444,Engine Speed,649.250
1385747010.822827,EEC1,61444,Engine Speed,649.250
1385747010.832815,EEC1,61444,Engine Speed,649.250
1385747010.842827,EEC1,61444,Engine Speed,649.250
1385747010.852818,EEC1,61444,Engine Speed,649.500
1385747010.862831,EEC1,61444,Engine Speed,649.500
1385747010.873777,EEC1,61444,Engine Speed,649.500
1385747010.882837,EEC1,61444,Engine Speed,649.500
1385747010.892822,EEC1,61444,Engine Speed,649.500
1385747010.902835,EEC1,61444,Engine Speed,649.500
1385747010.912830,EEC1,61444,Engine Speed,649.500
1385747010.922837,EEC1,61444,Engine Speed,650.500
1385747010.932818,EEC1,61444,Engine Speed,650.500
1385747010.942830,EEC1,61444,Engine Speed,650.500
1385747010.952813,EEC1,61444,Engine Speed,650.250
1385747010.962823,EEC1,61444,Engine Speed,650.250
1385747010.972811,EEC1,61444,Engine Speed,650.250
1385747010.982832,EEC1,61444,Engine Speed,649.250
1385747010.992811,EEC1,61444,Engine Speed,649.250
1385747011.002937,EEC1,61444,Engine Speed,649.250
1385747011.012843,EEC1,61444,Engine Speed,649.250
1385747011.022854,EEC1,61444,Engine Speed,649.250
1385747011.032847,EEC1,61444,Engine Speed,649.250
1385747011.042855,EEC1,61444,Engine Speed,649.250
1385747011.052846,EEC1,61444,Engine Speed,649.250
1385747011.062853,EEC1,61444,Engine Speed,649.250
1385747011.072849,EEC1,61444,Engine Speed,649.000
1385747011.082861,EEC1,61444,Engine Speed,649.000
1385747011.092852,EEC1,61444,Engine Speed,649.000
1385747011.102857,EEC1,61444,Engine Speed,650.000
1385747011.113803,EEC1,61444,Engine Speed,650.000
1385747011.122856,EEC1,61444,Engine Speed,650.000
1385747011.132844,EEC1,61444,Engine Speed,649.750
1385747011.142855,EEC1,61444,Engine Speed,649.750
1385747011.152842,EEC1,61444,Engine Speed,649.750
1385747011.162853,EEC1,61444,Engine Speed,649.000
1385747011.172844,EEC1,61444,Engine Speed,649.000
1385747011.182857,EEC1,61444,Engine Speed,649.000
1385747011.192845,EEC1,61444,Engine Speed,648.750
1385747011.202860,EEC1,61444,Engine Speed,648.750
1385747011.212851,EEC1,61444,Engine Speed,648.750
1385747011.223800,EEC1,61444,Engine Speed,649.000
1385747011.232843,EEC1,61444,Engine Speed,649.000
1385747011.242855,EEC1,61444,Engine Speed,649.000
1385747011.252839,EEC1,61444,Engine Speed,648.500
1385747011.262849,EEC1,61444,Engine Speed,648.500
1385747011.272845,EEC1,61444,Engine Speed,648.500
1385747011.283803,EEC1,61444,Engine Speed,648.500
1385747011.292837,EEC1,61444,Engine Speed,649.750
1385747011.302852,EEC1,61444,Engine Speed,649.750
1385747011.312858,EEC1,61444,Engine Speed,649.750
1385747011.322845,EEC1,61444,Engine Speed,649.750
1385747011.332840,EEC1,61444,Engine Speed,649.750
1385747011.342847,EEC1,61444,Engine Speed,649.750
1385747011.352841,EEC1,61444,Engine Speed,649.500
1385747011.362851,EEC1,61444,Engine Speed,649.500
1385747011.372839,EEC1,61444,Engine Speed,649.500
1385747011.382851,EEC1,61444,Engine Speed,649.500
1385747011.393800,EEC1,61444,Engine Speed,649.500
1385747011.403111,EEC1,61444,Engine Speed,649.500
1385747011.412839,EEC1,61444,Engine Speed,649.750
1385747011.422851,EEC1,61444,Engine Speed,649.750
1385747011.432838,EEC1,61444,Engine Speed,649.750
1385747011.441790,EEC1,61444,Engine Speed,649.750
1385747011.454869,EEC1,61444,Engine Speed,649.750
1385747011.462849,EEC1,61444,Engine Speed,649.750
1385747011.472837,EEC1,61444,Engine Speed,650.750
1385747011.482852,EEC1,61444,Engine Speed,650.750
1385747011.492835,EEC1,61444,Engine Speed,650.750
